ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
2505,65+,male,majority,30y+,university,poverty,0.3,1.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
2506,40-64,male,majority,20-29y,high school,poverty,0.61,1.0,after 2015,0.0,1.0,10238,13011.0,sedan,2,0,0,1.0,1947.34
2507,26-39,female,majority,10-19y,none,upper class,0.72,1.0,before 2015,1.0,0.0,10238,10334.0,sedan,0,0,0,0.0,0.0
2508,40-64,female,majority,20-29y,high school,middle class,0.8,1.0,before 2015,0.0,1.0,10238,7537.0,sedan,0,0,3,0.0,0.0
2509,16-25,male,majority,0-9y,none,middle class,0.47,1.0,after 2015,1.0,1.0,10238,5054.0,sedan,0,2,1,0.0,0.0
2510,65+,male,majority,20-29y,university,poverty,0.62,1.0,before 2015,1.0,0.0,10238,13814.0,sedan,1,0,0,0.0,0.0
2511,40-64,male,majority,10-19y,university,poverty,0.4,0.0,after 2015,1.0,1.0,10238,2055.0,sedan,1,0,0,1.0,1335.97
2512,26-39,male,majority,0-9y,high school,upper class,0.7,1.0,after 2015,1.0,0.0,10238,8296.0,sedan,0,0,2,0.0,0.0
2513,26-39,male,majority,10-19y,none,working class,0.55,1.0,before 2015,1.0,0.0,10238,7673.0,sedan,0,1,0,0.0,0.0
2514,16-25,female,majority,0-9y,high school,poverty,0.3,0.0,after 2015,1.0,0.0,10238,10601.0,sedan,2,0,1,0.0,0.0
2515,65+,male,majority,20-29y,university,poverty,0.47,1.0,after 2015,0.0,1.0,10238,9199.0,sedan,0,0,0,0.0,0.0
2516,26-39,male,majority,10-19y,none,working class,0.61,0.0,before 2015,1.0,1.0,10238,13330.0,sedan,1,0,1,0.0,0.0
2517,40-64,male,majority,20-29y,none,upper class,0.39,0.0,before 2015,0.0,0.0,10238,9545.0,sedan,0,0,3,1.0,4944.64
2518,65+,female,majority,20-29y,university,poverty,0.47,1.0,before 2015,1.0,1.0,10238,10997.0,sedan,2,0,1,0.0,0.0
2519,40-64,female,majority,20-29y,high school,upper class,0.76,0.0,after 2015,0.0,1.0,10238,8878.0,sedan,2,0,0,0.0,0.0
2520,40-64,female,majority,20-29y,none,poverty,0.62,0.0,before 2015,1.0,0.0,10238,3955.0,sedan,0,0,0,0.0,0.0
2521,40-64,female,majority,20-29y,high school,upper class,0.61,1.0,before 2015,0.0,0.0,10238,5304.0,sedan,0,0,1,0.0,0.0
2522,40-64,female,majority,20-29y,high school,working class,0.57,1.0,after 2015,0.0,0.0,10238,1748.0,sedan,0,0,0,0.0,0.0
2523,65+,female,majority,30y+,none,working class,0.69,0.0,after 2015,1.0,0.0,10238,4886.0,sedan,2,0,0,0.0,0.0
2524,40-64,female,majority,20-29y,none,poverty,0.67,0.0,before 2015,0.0,0.0,10238,6586.0,sedan,1,0,1,0.0,0.0
2525,26-39,male,majority,10-19y,university,middle class,0.45,1.0,after 2015,0.0,1.0,10238,6155.0,sedan,1,0,0,0.0,0.0
2526,26-39,female,majority,0-9y,high school,upper class,0.46,1.0,after 2015,0.0,0.0,10238,15719.0,sedan,1,0,0,0.0,0.0
2527,40-64,male,majority,10-19y,high school,working class,0.4,1.0,after 2015,1.0,1.0,10238,4198.0,sports car,1,0,0,0.0,0.0
2528,26-39,male,majority,10-19y,high school,upper class,0.7,1.0,before 2015,1.0,1.0,10238,5690.0,sedan,0,0,1,0.0,0.0
2529,40-64,female,majority,10-19y,none,upper class,0.48,1.0,before 2015,1.0,1.0,10238,7505.0,sedan,0,0,0,0.0,0.0
2530,26-39,male,majority,10-19y,university,upper class,0.44,1.0,after 2015,0.0,1.0,10238,11904.0,sedan,0,0,1,0.0,0.0
2531,65+,male,majority,30y+,university,poverty,0.79,1.0,before 2015,0.0,1.0,10238,6639.0,sedan,0,0,1,1.0,2907.19
2532,26-39,female,majority,10-19y,none,middle class,0.72,1.0,before 2015,0.0,0.0,10238,5057.0,sedan,1,0,0,0.0,0.0
2533,26-39,female,majority,10-19y,university,poverty,0.49,1.0,after 2015,1.0,1.0,10238,7204.0,sedan,1,0,1,0.0,0.0
2534,40-64,female,majority,10-19y,university,working class,0.73,1.0,before 2015,1.0,0.0,10238,9264.0,sedan,0,0,0,0.0,0.0
2535,40-64,female,majority,20-29y,high school,working class,0.65,1.0,after 2015,0.0,0.0,10238,5882.0,sedan,0,0,0,0.0,0.0
2536,26-39,female,majority,10-19y,none,upper class,0.32,0.0,after 2015,1.0,0.0,10238,2598.0,sedan,0,0,0,0.0,0.0
2537,65+,female,majority,30y+,university,middle class,0.55,1.0,before 2015,1.0,1.0,10238,5351.0,sedan,0,0,0,0.0,0.0
2538,40-64,female,majority,10-19y,university,working class,0.53,1.0,before 2015,0.0,0.0,10238,4847.0,sports car,0,0,0,0.0,0.0
2539,40-64,female,majority,20-29y,university,middle class,0.41,0.0,after 2015,1.0,0.0,10238,3761.0,sedan,1,0,1,0.0,0.0
2540,40-64,male,majority,20-29y,high school,upper class,0.36,0.0,after 2015,1.0,1.0,10238,2233.0,sedan,0,0,0,0.0,0.0
2541,65+,female,majority,30y+,high school,working class,0.69,0.0,after 2015,0.0,1.0,10238,5106.0,sedan,1,0,0,0.0,0.0
2542,40-64,male,majority,20-29y,none,working class,0.52,1.0,after 2015,1.0,1.0,10238,8821.0,sedan,0,0,0,0.0,0.0
2543,40-64,male,majority,20-29y,university,poverty,0.54,1.0,after 2015,0.0,0.0,10238,9069.0,sedan,0,0,0,1.0,2400.75
2544,65+,female,majority,30y+,none,working class,0.4,0.0,after 2015,0.0,1.0,10238,5613.0,sedan,1,0,1,0.0,0.0
2545,40-64,male,majority,10-19y,university,middle class,0.67,1.0,after 2015,0.0,1.0,10238,1000.0,sedan,1,0,1,0.0,0.0
2546,65+,female,majority,30y+,none,poverty,0.69,1.0,before 2015,0.0,0.0,10238,8957.0,sedan,0,0,1,0.0,0.0
2547,26-39,female,majority,10-19y,none,working class,0.74,1.0,after 2015,1.0,0.0,10238,8061.0,sports car,0,0,1,0.0,0.0
2548,16-25,female,majority,0-9y,none,middle class,0.77,0.0,after 2015,1.0,0.0,10238,9474.0,sedan,1,0,0,0.0,0.0
2549,40-64,female,majority,10-19y,none,upper class,0.37,0.0,after 2015,0.0,1.0,10238,9936.0,sedan,2,0,1,0.0,0.0
2550,26-39,female,majority,0-9y,high school,working class,0.53,0.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,1,1,0.0,0.0
2551,65+,male,majority,30y+,high school,middle class,0.56,0.0,after 2015,1.0,0.0,10238,6519.0,sedan,0,0,0,0.0,0.0
2552,26-39,male,majority,0-9y,none,working class,0.77,1.0,before 2015,1.0,0.0,10238,5962.0,sedan,0,0,0,1.0,1678.73
2553,26-39,female,majority,0-9y,university,middle class,0.6,0.0,after 2015,1.0,1.0,10238,3265.0,sedan,0,0,1,0.0,0.0
2554,26-39,male,majority,0-9y,high school,poverty,0.53,1.0,after 2015,0.0,1.0,10238,7414.0,sedan,0,0,0,1.0,5966.24
2555,26-39,female,majority,10-19y,high school,middle class,0.56,1.0,after 2015,0.0,1.0,10238,4782.0,sedan,0,0,1,1.0,1537.56
2556,26-39,male,majority,10-19y,high school,working class,0.46,0.0,before 2015,1.0,0.0,10238,6158.0,sedan,0,0,0,0.0,0.0
2557,16-25,female,majority,0-9y,high school,upper class,0.46,1.0,after 2015,0.0,1.0,10238,7105.0,sports car,1,0,1,0.0,0.0
2558,40-64,male,majority,20-29y,none,working class,0.46,1.0,after 2015,0.0,0.0,10238,7152.0,sedan,0,0,0,0.0,0.0
2559,26-39,male,majority,10-19y,university,upper class,0.44,1.0,before 2015,0.0,1.0,10238,12483.0,sports car,1,0,0,0.0,0.0
2560,16-25,male,majority,0-9y,university,upper class,0.52,0.0,after 2015,1.0,0.0,10238,5930.0,sedan,0,0,0,0.0,0.0
2561,65+,female,majority,20-29y,none,poverty,0.37,0.0,after 2015,0.0,1.0,10238,1000.0,sedan,1,0,2,1.0,3011.51
2562,16-25,male,majority,0-9y,high school,upper class,0.31,1.0,after 2015,1.0,1.0,10238,12656.0,sedan,1,0,0,1.0,7135.65
2563,26-39,female,majority,0-9y,none,upper class,0.56,0.0,before 2015,0.0,0.0,10238,6172.0,sedan,1,0,0,0.0,0.0
2564,65+,female,majority,30y+,high school,poverty,0.48,1.0,before 2015,1.0,0.0,10238,6454.0,sports car,0,1,0,0.0,0.0
2565,40-64,male,majority,10-19y,none,middle class,0.37,0.0,before 2015,0.0,0.0,10238,2950.0,sedan,0,0,0,0.0,0.0
2566,40-64,female,majority,20-29y,none,poverty,0.44,1.0,after 2015,1.0,1.0,10238,3623.0,sedan,0,0,1,0.0,0.0
2567,65+,male,majority,30y+,none,middle class,0.34,0.0,after 2015,1.0,1.0,10238,1549.0,sedan,1,0,1,0.0,0.0
2568,26-39,female,majority,10-19y,none,middle class,0.47,0.0,after 2015,0.0,1.0,10238,9447.0,sedan,0,0,0,0.0,0.0
2569,16-25,female,majority,0-9y,none,middle class,0.37,1.0,before 2015,0.0,0.0,10238,4011.0,sedan,2,0,0,0.0,0.0
2570,26-39,female,majority,10-19y,none,working class,0.64,1.0,after 2015,1.0,0.0,10238,7163.0,sedan,1,0,0,0.0,0.0
2571,26-39,male,majority,10-19y,high school,poverty,0.33,1.0,before 2015,1.0,0.0,10238,8145.0,sedan,0,0,1,1.0,1563.99
2572,65+,female,majority,30y+,none,middle class,0.39,0.0,before 2015,0.0,0.0,10238,4239.0,sports car,1,0,0,0.0,0.0
2573,65+,male,majority,30y+,none,middle class,0.6,1.0,before 2015,1.0,1.0,10238,1096.0,sedan,0,0,1,0.0,0.0
2574,26-39,female,majority,10-19y,university,poverty,0.65,0.0,after 2015,1.0,0.0,10238,8435.0,sedan,0,0,2,0.0,0.0
2575,65+,male,majority,30y+,university,working class,0.46,0.0,after 2015,1.0,1.0,10238,5894.0,sedan,0,0,1,0.0,0.0
2576,65+,female,majority,30y+,university,middle class,0.66,1.0,before 2015,0.0,1.0,10238,4758.0,sedan,0,0,0,0.0,0.0
2577,40-64,male,majority,20-29y,high school,working class,0.57,1.0,before 2015,0.0,0.0,10238,12029.0,sedan,0,0,0,0.0,0.0
2578,26-39,male,majority,10-19y,university,middle class,0.68,0.0,after 2015,1.0,1.0,10238,9261.0,sedan,0,0,0,0.0,0.0
2579,16-25,male,majority,0-9y,high school,working class,0.37,1.0,after 2015,0.0,1.0,10238,6738.0,sedan,2,0,0,0.0,0.0
2580,26-39,female,majority,10-19y,none,working class,0.76,1.0,after 2015,1.0,0.0,10238,5893.0,sedan,1,1,0,0.0,0.0
2581,26-39,male,majority,10-19y,university,poverty,0.53,0.0,after 2015,0.0,1.0,10238,8592.0,sedan,0,0,1,0.0,0.0
2582,65+,male,majority,20-29y,high school,upper class,0.66,0.0,after 2015,0.0,0.0,10238,5338.0,sedan,0,0,2,0.0,0.0
2583,26-39,female,majority,10-19y,high school,middle class,0.42,0.0,after 2015,0.0,1.0,10238,8367.0,sedan,0,0,0,0.0,0.0
2584,65+,male,majority,30y+,high school,middle class,0.73,0.0,after 2015,0.0,0.0,10238,12319.0,sports car,0,0,1,0.0,0.0
2585,26-39,female,majority,10-19y,high school,working class,0.76,0.0,before 2015,0.0,1.0,10238,4988.0,sedan,0,1,1,0.0,0.0
2586,40-64,female,majority,20-29y,none,middle class,0.65,0.0,after 2015,1.0,0.0,10238,5147.0,sedan,0,0,1,0.0,0.0
2587,40-64,female,majority,20-29y,university,upper class,0.69,0.0,before 2015,1.0,0.0,10238,7154.0,sedan,0,0,0,0.0,0.0
2588,40-64,female,majority,10-19y,high school,middle class,0.53,0.0,before 2015,0.0,1.0,10238,10648.0,sedan,1,0,0,0.0,0.0
2589,26-39,male,majority,0-9y,university,working class,0.54,0.0,before 2015,0.0,0.0,10238,4759.0,sedan,0,0,2,1.0,4492.81
2590,26-39,female,majority,10-19y,high school,working class,0.53,1.0,before 2015,1.0,0.0,10238,3757.0,sedan,0,1,1,0.0,0.0
2591,16-25,female,majority,0-9y,university,working class,0.68,0.0,after 2015,1.0,0.0,10238,2647.0,sedan,1,0,1,1.0,1906.93
2592,65+,female,majority,30y+,university,working class,0.36,0.0,before 2015,0.0,1.0,10238,9436.0,sedan,1,0,0,0.0,0.0
2593,26-39,female,majority,0-9y,high school,poverty,0.71,1.0,after 2015,0.0,0.0,10238,6830.0,sports car,0,0,2,1.0,1188.03
2594,65+,male,majority,30y+,high school,middle class,0.46,1.0,after 2015,0.0,0.0,10238,8731.0,sports car,0,0,0,0.0,0.0
2595,26-39,male,majority,10-19y,none,middle class,0.7,1.0,after 2015,0.0,0.0,10238,6117.0,sedan,0,1,1,0.0,0.0
2596,26-39,female,majority,10-19y,high school,middle class,0.5,1.0,before 2015,1.0,1.0,10238,5159.0,sports car,2,0,0,0.0,0.0
2597,26-39,female,majority,10-19y,high school,working class,0.61,1.0,before 2015,1.0,0.0,10238,9682.0,sedan,1,0,0,0.0,0.0
2598,26-39,male,majority,10-19y,none,poverty,0.79,0.0,before 2015,1.0,0.0,10238,5373.0,sedan,0,0,0,0.0,0.0
2599,26-39,female,majority,10-19y,none,working class,0.47,1.0,after 2015,0.0,1.0,10238,8939.0,sedan,0,0,0,0.0,0.0
2600,16-25,male,majority,0-9y,high school,poverty,0.6,1.0,after 2015,0.0,1.0,10238,5231.0,sedan,1,1,0,0.0,0.0
2601,40-64,male,majority,10-19y,university,upper class,0.52,1.0,before 2015,0.0,1.0,10238,6763.0,sedan,1,0,1,0.0,0.0
2602,40-64,female,majority,20-29y,none,poverty,0.57,1.0,before 2015,1.0,0.0,10238,9955.0,sedan,1,1,0,0.0,0.0
2603,26-39,male,majority,10-19y,none,working class,0.63,0.0,after 2015,1.0,0.0,10238,9216.0,sedan,0,1,2,0.0,0.0
2604,40-64,female,majority,20-29y,none,upper class,0.77,0.0,before 2015,1.0,1.0,10238,4077.0,sedan,1,2,0,1.0,744.08
2605,40-64,female,majority,10-19y,high school,upper class,0.54,0.0,after 2015,0.0,0.0,10238,4804.0,sports car,2,0,0,0.0,0.0
2606,26-39,male,majority,10-19y,none,working class,0.53,1.0,before 2015,1.0,0.0,10238,5774.0,sedan,0,0,0,0.0,0.0
2607,40-64,male,majority,20-29y,high school,poverty,0.71,1.0,after 2015,0.0,0.0,10238,6931.0,sports car,0,0,1,0.0,0.0
2608,40-64,male,majority,20-29y,none,upper class,0.78,0.0,before 2015,0.0,0.0,10238,11249.0,sedan,0,0,1,0.0,0.0
2609,40-64,female,majority,20-29y,university,poverty,0.35,0.0,before 2015,1.0,1.0,10238,7910.0,sports car,0,0,1,1.0,23721.57
2610,65+,female,majority,30y+,university,upper class,0.69,1.0,after 2015,1.0,1.0,10238,8691.0,sports car,1,0,0,0.0,0.0
2611,26-39,male,majority,10-19y,none,poverty,0.55,0.0,before 2015,1.0,1.0,10238,6832.0,sedan,1,0,1,0.0,0.0
2612,40-64,male,majority,20-29y,high school,working class,0.35,0.0,before 2015,0.0,1.0,10238,8838.0,sports car,0,0,0,0.0,0.0
2613,26-39,male,majority,0-9y,university,working class,0.74,1.0,before 2015,1.0,0.0,10238,3944.0,sedan,2,0,0,0.0,0.0
2614,26-39,male,majority,0-9y,none,poverty,0.62,0.0,before 2015,0.0,1.0,10238,10254.0,sedan,0,0,0,0.0,0.0
2615,26-39,male,majority,10-19y,none,working class,0.37,1.0,after 2015,1.0,0.0,10238,2211.0,sedan,1,0,1,1.0,8891.59
2616,40-64,female,majority,10-19y,high school,working class,0.57,0.0,after 2015,0.0,0.0,10238,7446.0,sedan,0,0,0,0.0,0.0
2617,40-64,female,majority,20-29y,high school,upper class,0.59,0.0,after 2015,0.0,1.0,10238,6666.0,sports car,0,0,1,0.0,0.0
2618,40-64,female,majority,10-19y,high school,middle class,0.64,1.0,after 2015,0.0,1.0,10238,3227.0,sedan,0,1,1,0.0,0.0
2619,65+,male,majority,30y+,high school,working class,0.59,1.0,after 2015,0.0,1.0,10238,6132.0,sedan,0,0,0,0.0,0.0
2620,26-39,male,majority,0-9y,none,working class,0.45,1.0,after 2015,0.0,0.0,10238,5307.0,sedan,0,0,0,0.0,0.0
2621,40-64,male,majority,20-29y,university,working class,0.52,1.0,before 2015,0.0,1.0,10238,5737.0,sedan,0,0,0,0.0,0.0
2622,16-25,male,majority,0-9y,high school,working class,0.47,0.0,after 2015,1.0,1.0,10238,6870.0,sports car,1,0,0,0.0,0.0
2623,26-39,female,majority,10-19y,university,poverty,0.3,0.0,after 2015,1.0,1.0,10238,5444.0,sedan,0,0,0,1.0,4227.94
2624,65+,male,majority,30y+,none,poverty,0.5,1.0,after 2015,0.0,1.0,10238,8434.0,sedan,4,0,1,0.0,0.0
2625,26-39,male,majority,10-19y,university,middle class,0.45,1.0,before 2015,0.0,0.0,10238,9288.0,sports car,0,0,0,1.0,7099.67
2626,40-64,female,majority,10-19y,none,middle class,0.57,0.0,after 2015,1.0,1.0,10238,4775.0,sedan,0,0,0,0.0,0.0
2627,26-39,female,majority,10-19y,university,middle class,0.65,1.0,before 2015,0.0,0.0,10238,11853.0,sedan,2,0,1,1.0,8278.05
2628,40-64,male,majority,20-29y,university,working class,0.48,0.0,before 2015,0.0,1.0,10238,9733.0,sedan,1,0,0,0.0,0.0
2629,40-64,male,majority,10-19y,none,poverty,0.73,0.0,after 2015,1.0,1.0,10238,7854.0,sedan,0,0,0,0.0,0.0
2630,26-39,female,majority,10-19y,high school,middle class,0.65,1.0,before 2015,1.0,1.0,10238,6231.0,sedan,0,0,1,0.0,0.0
2631,26-39,male,majority,10-19y,university,poverty,0.46,1.0,after 2015,1.0,1.0,10238,7970.0,sedan,0,0,1,0.0,0.0
2632,16-25,male,majority,0-9y,none,middle class,0.49,0.0,before 2015,0.0,0.0,10238,8712.0,sedan,0,0,1,0.0,0.0
2633,40-64,male,majority,20-29y,university,middle class,0.63,0.0,after 2015,1.0,0.0,10238,15125.0,sedan,0,0,0,0.0,0.0
2634,40-64,female,majority,10-19y,none,upper class,0.39,0.0,before 2015,1.0,0.0,10238,9349.0,sports car,0,1,0,0.0,0.0
2635,16-25,female,majority,0-9y,university,poverty,0.76,0.0,before 2015,0.0,1.0,10238,4188.0,sports car,0,0,0,0.0,0.0
2636,16-25,male,majority,0-9y,high school,working class,0.38,1.0,before 2015,0.0,1.0,10238,7191.0,sedan,1,0,0,0.0,0.0
2637,65+,male,majority,20-29y,high school,upper class,0.64,0.0,after 2015,0.0,0.0,10238,4247.0,sedan,0,0,0,0.0,0.0
2638,40-64,female,majority,10-19y,university,working class,0.34,1.0,before 2015,0.0,0.0,10238,7175.0,sedan,1,0,1,0.0,0.0
2639,40-64,male,majority,10-19y,high school,upper class,0.66,1.0,after 2015,0.0,0.0,10238,6819.0,sedan,1,0,0,1.0,5934.24
2640,26-39,female,majority,10-19y,none,poverty,0.52,1.0,before 2015,1.0,0.0,10238,11526.0,sedan,0,0,1,0.0,0.0
2641,40-64,female,majority,10-19y,none,upper class,0.34,0.0,after 2015,1.0,0.0,10238,5744.0,sedan,3,0,1,0.0,0.0
2642,65+,male,majority,30y+,university,middle class,0.51,1.0,before 2015,0.0,1.0,10238,10873.0,sedan,1,0,0,0.0,0.0
2643,65+,male,majority,30y+,none,middle class,0.69,1.0,after 2015,1.0,0.0,10238,8657.0,sedan,2,0,1,0.0,0.0
2644,40-64,male,majority,20-29y,high school,upper class,0.51,0.0,after 2015,0.0,1.0,10238,7377.0,sedan,2,0,0,0.0,0.0
2645,26-39,male,majority,10-19y,university,middle class,0.55,0.0,after 2015,0.0,1.0,10238,7850.0,sports car,1,0,0,0.0,0.0
2646,26-39,male,majority,0-9y,high school,middle class,0.53,1.0,before 2015,1.0,1.0,10238,2263.0,sedan,1,0,1,0.0,0.0
2647,16-25,male,majority,0-9y,university,working class,0.39,1.0,after 2015,1.0,0.0,10238,10637.0,sports car,0,1,0,1.0,5616.62
2648,26-39,female,majority,10-19y,high school,working class,0.59,1.0,before 2015,0.0,0.0,10238,5450.0,sedan,2,1,0,0.0,0.0
2649,65+,male,majority,30y+,none,middle class,0.42,1.0,before 2015,1.0,1.0,10238,15441.0,sedan,1,1,0,0.0,0.0
2650,40-64,male,majority,20-29y,university,middle class,0.51,0.0,before 2015,1.0,0.0,10238,11372.0,sedan,0,0,0,0.0,0.0
2651,40-64,female,majority,20-29y,university,working class,0.48,0.0,after 2015,0.0,0.0,10238,4118.0,sports car,1,0,1,0.0,0.0
2652,16-25,female,majority,0-9y,none,poverty,0.58,1.0,before 2015,0.0,0.0,10238,6409.0,sedan,0,0,0,0.0,0.0
2653,40-64,male,majority,20-29y,high school,middle class,0.36,0.0,before 2015,1.0,0.0,10238,4896.0,sedan,1,0,1,0.0,0.0
2654,40-64,female,majority,20-29y,none,working class,0.65,0.0,after 2015,1.0,1.0,10238,10389.0,sedan,0,0,1,0.0,0.0
2655,16-25,female,majority,0-9y,none,middle class,0.67,1.0,after 2015,1.0,1.0,10238,9253.0,sedan,0,0,0,1.0,3224.86
2656,26-39,female,majority,10-19y,university,middle class,0.79,1.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
2657,65+,female,majority,30y+,high school,working class,0.53,1.0,before 2015,0.0,1.0,10238,3987.0,sedan,0,1,0,0.0,0.0
2658,40-64,female,majority,10-19y,high school,middle class,0.74,1.0,before 2015,0.0,1.0,10238,10858.0,sports car,2,0,0,1.0,1047.52
2659,40-64,male,majority,20-29y,university,middle class,0.54,1.0,before 2015,0.0,0.0,10238,6902.0,sports car,0,0,0,1.0,5308.66
2660,40-64,male,majority,10-19y,university,middle class,0.78,0.0,before 2015,1.0,1.0,10238,8928.0,sedan,0,0,0,0.0,0.0
2661,40-64,male,majority,20-29y,high school,upper class,0.62,0.0,after 2015,1.0,0.0,10238,10173.0,sedan,1,0,1,1.0,3127.59
2662,26-39,female,majority,10-19y,none,upper class,0.46,1.0,after 2015,1.0,0.0,10238,10261.0,sedan,0,0,0,0.0,0.0
2663,65+,male,majority,30y+,high school,poverty,0.47,0.0,after 2015,1.0,0.0,10238,10283.0,sedan,0,0,0,1.0,2638.79
2664,65+,female,majority,30y+,none,upper class,0.53,0.0,before 2015,0.0,1.0,10238,8632.0,sedan,1,0,0,0.0,0.0
2665,40-64,female,majority,20-29y,none,upper class,0.53,0.0,before 2015,0.0,0.0,10238,2860.0,sports car,1,0,0,0.0,0.0
2666,16-25,female,majority,0-9y,none,middle class,0.51,1.0,before 2015,0.0,0.0,10238,8879.0,sedan,2,0,2,0.0,0.0
2667,40-64,female,majority,20-29y,university,middle class,0.7,1.0,before 2015,0.0,1.0,10238,7766.0,sedan,0,0,0,0.0,0.0
2668,65+,male,majority,30y+,none,working class,0.32,0.0,after 2015,0.0,0.0,10238,8221.0,sedan,1,0,0,0.0,0.0
2669,26-39,female,majority,0-9y,high school,working class,0.67,1.0,before 2015,0.0,1.0,10238,7265.0,sedan,0,0,1,0.0,0.0
2670,40-64,female,majority,20-29y,high school,poverty,0.58,0.0,after 2015,1.0,0.0,10238,7572.0,sedan,0,0,0,0.0,0.0
2671,65+,female,majority,20-29y,university,middle class,0.54,0.0,after 2015,1.0,0.0,10238,2153.0,sedan,0,0,0,1.0,6360.38
2672,40-64,female,majority,10-19y,high school,upper class,0.33,1.0,before 2015,0.0,1.0,10238,12971.0,sedan,1,0,0,0.0,0.0
2673,26-39,female,majority,0-9y,university,upper class,0.7,0.0,before 2015,1.0,0.0,10238,5944.0,sedan,4,0,0,0.0,0.0
2674,65+,female,majority,20-29y,university,working class,0.44,0.0,after 2015,1.0,1.0,10238,5565.0,sedan,0,0,0,0.0,0.0
2675,40-64,female,majority,10-19y,high school,middle class,0.55,0.0,before 2015,1.0,1.0,10238,9286.0,sedan,0,0,1,0.0,0.0
2676,16-25,female,majority,0-9y,high school,middle class,0.44,1.0,before 2015,1.0,1.0,10238,6736.0,sedan,0,0,1,0.0,0.0
2677,65+,male,majority,30y+,none,upper class,0.44,1.0,after 2015,0.0,1.0,10238,13536.0,sedan,1,1,1,1.0,1300.9
2678,65+,female,majority,30y+,university,working class,0.31,0.0,after 2015,1.0,0.0,10238,5570.0,sedan,0,0,0,0.0,0.0
2679,16-25,male,majority,0-9y,none,middle class,0.39,0.0,after 2015,0.0,1.0,10238,12736.0,sedan,0,0,0,1.0,8183.39
2680,26-39,male,majority,10-19y,university,working class,0.38,0.0,before 2015,0.0,0.0,10238,10226.0,sedan,0,0,1,0.0,0.0
2681,26-39,female,majority,10-19y,high school,poverty,0.7,0.0,before 2015,1.0,0.0,10238,9568.0,sedan,0,0,1,0.0,0.0
2682,40-64,female,majority,10-19y,none,upper class,0.65,0.0,before 2015,1.0,1.0,10238,10111.0,sedan,0,0,1,0.0,0.0
2683,26-39,male,majority,10-19y,high school,middle class,0.7,1.0,before 2015,1.0,1.0,10238,4414.0,sedan,0,0,0,0.0,0.0
2684,65+,male,majority,30y+,university,upper class,0.47,1.0,before 2015,0.0,0.0,10238,4830.0,sedan,0,0,0,0.0,0.0
2685,26-39,male,majority,0-9y,high school,middle class,0.37,1.0,before 2015,1.0,1.0,10238,6813.0,sedan,0,0,0,1.0,1843.07
2686,26-39,male,majority,10-19y,high school,poverty,0.38,0.0,after 2015,1.0,1.0,10238,12076.0,sedan,0,0,0,0.0,0.0
2687,65+,male,majority,30y+,high school,upper class,0.8,0.0,before 2015,1.0,0.0,10238,6509.0,sedan,0,0,0,0.0,0.0
2688,65+,male,majority,30y+,university,poverty,0.42,1.0,after 2015,1.0,0.0,10238,8002.0,sedan,0,1,1,0.0,0.0
2689,16-25,female,majority,0-9y,university,poverty,0.62,0.0,before 2015,1.0,1.0,10238,5041.0,sedan,1,0,0,0.0,0.0
2690,40-64,female,majority,20-29y,none,upper class,0.67,1.0,before 2015,0.0,1.0,10238,6353.0,sedan,0,0,2,0.0,0.0
2691,40-64,female,majority,20-29y,university,working class,0.62,0.0,before 2015,0.0,0.0,10238,6728.0,sedan,0,0,2,0.0,0.0
2692,40-64,male,majority,20-29y,high school,working class,0.36,1.0,before 2015,1.0,1.0,10238,5573.0,sedan,1,0,1,0.0,0.0
2693,65+,female,majority,30y+,university,working class,0.5,1.0,before 2015,1.0,0.0,10238,10196.0,sedan,1,0,1,0.0,0.0
2694,26-39,female,majority,0-9y,none,upper class,0.67,1.0,after 2015,0.0,1.0,10238,6910.0,sedan,0,0,1,0.0,0.0
2695,26-39,male,majority,0-9y,none,poverty,0.57,1.0,after 2015,1.0,0.0,10238,2657.0,sedan,0,0,2,0.0,0.0
2696,40-64,male,majority,10-19y,none,working class,0.65,1.0,after 2015,0.0,1.0,10238,7879.0,sedan,0,0,0,0.0,0.0
2697,40-64,male,majority,20-29y,none,working class,0.37,1.0,after 2015,1.0,1.0,10238,10841.0,sedan,0,0,0,0.0,0.0
2698,65+,male,majority,30y+,none,upper class,0.31,1.0,before 2015,1.0,0.0,10238,5282.0,sedan,1,0,0,0.0,0.0
2699,40-64,male,majority,10-19y,none,middle class,0.52,0.0,before 2015,1.0,1.0,10238,9558.0,sedan,1,0,1,0.0,0.0
2700,65+,female,majority,30y+,high school,middle class,0.78,0.0,before 2015,0.0,1.0,10238,3680.0,sedan,0,0,0,0.0,0.0
2701,40-64,female,majority,20-29y,high school,middle class,0.32,1.0,before 2015,1.0,1.0,10238,10562.0,sports car,0,0,0,0.0,0.0
