user_id,brake_wear_pct,tyre_tread_mm,battery_soh_pct,oil_quality_pct,last_service_date
USR_09535,18.2,3.87,75.4,73.3,2025-03-17
USR_09536,39.5,4.55,71.9,44.2,2024-10-03
USR_09537,43.0,3.36,83.0,63.7,2024-03-09
USR_09538,23.6,2.5,94.9,19.9,2024-10-24
USR_09539,53.4,3.12,83.7,18.4,2025-05-24
USR_09540,13.7,2.49,45.1,87.0,2024-09-19
USR_09541,75.5,0.5,90.0,85.8,2024-12-27
USR_09542,41.3,4.6,76.0,63.6,2025-03-05
USR_09543,51.7,4.84,92.6,46.0,2025-08-13
USR_09544,36.4,2.37,88.4,14.5,2024-04-06
USR_09545,36.1,6.63,84.2,22.3,2025-08-04
USR_09546,31.1,2.83,92.3,84.0,2024-11-24
USR_09547,21.9,3.4,81.9,80.8,2024-04-01
USR_09548,16.4,3.05,81.8,35.4,2024-12-10
USR_09549,57.9,5.09,86.4,92.9,2025-06-23
USR_09550,29.9,3.53,89.0,95.4,2024-02-12
USR_09551,80.1,5.7,92.3,13.7,2024-05-16
USR_09552,24.8,4.85,90.2,82.2,2024-11-05
USR_09553,9.7,4.42,95.0,36.3,2025-01-19
USR_09554,11.6,5.86,77.7,85.1,2025-03-11
USR_09555,13.8,4.45,94.4,96.8,2024-04-19
USR_09556,25.3,3.39,100.0,65.4,2025-06-27
USR_09557,76.0,0.5,80.3,47.9,2025-08-04
USR_09558,45.4,6.37,76.8,71.5,2025-12-10
USR_09559,24.2,8.0,89.7,71.9,2025-05-27
USR_09560,41.0,3.05,99.7,39.0,2024-12-30
USR_09561,69.9,4.98,93.9,76.5,2024-09-12
USR_09562,21.0,5.68,79.0,53.1,2025-03-08
USR_09563,34.6,2.02,72.4,43.6,2025-11-16
USR_09564,45.6,4.49,93.5,57.0,2024-10-15
USR_09565,70.7,1.03,89.8,35.6,2025-05-23
USR_09566,61.6,4.21,68.0,55.1,2025-07-18
USR_09567,48.4,4.77,100.0,18.2,2024-03-30
USR_09568,64.3,4.89,100.0,26.6,2025-10-15
USR_09569,39.1,1.78,70.5,25.8,2025-04-07
USR_09570,60.0,3.33,91.0,72.6,2024-02-17
USR_09571,27.0,5.21,77.8,61.6,2025-10-21
USR_09572,13.0,2.51,73.6,79.3,2025-07-25
USR_09573,75.4,2.51,79.9,57.0,2025-08-25
USR_09574,25.1,5.1,96.1,11.6,2025-01-13
USR_09575,60.7,3.88,66.4,75.7,2025-01-26
USR_09576,46.8,3.21,93.5,44.0,2025-02-05
USR_09577,59.6,2.68,78.7,81.3,2025-12-10
USR_09578,24.6,4.68,100.0,20.1,2024-08-15
USR_09579,65.2,5.09,88.1,27.9,2025-04-12
USR_09580,45.4,3.17,89.9,75.4,2025-07-25
USR_09581,29.5,4.37,89.4,93.2,2025-11-22
USR_09582,68.4,2.98,91.6,95.3,2024-03-10
USR_09583,29.6,4.87,85.8,29.2,2024-12-06
USR_09584,52.7,4.5,91.9,42.7,2024-06-02
USR_09585,36.7,0.5,91.0,72.2,2024-12-26
USR_09586,10.7,6.24,88.7,85.5,2025-12-11
USR_09587,39.7,6.69,90.2,39.1,2025-08-13
USR_09588,50.7,5.36,69.2,33.7,2024-03-13
USR_09589,35.3,4.15,100.0,91.3,2025-05-05
USR_09590,56.0,3.7,90.2,57.2,2025-07-23
USR_09591,36.4,4.52,96.8,45.2,2025-03-17
USR_09592,33.9,6.08,66.5,10.8,2025-01-16
USR_09593,45.0,5.89,81.9,75.1,2025-09-09
USR_09594,34.4,5.1,80.2,96.6,2025-09-28
USR_09595,32.2,3.92,85.1,98.3,2025-04-24
USR_09596,28.0,3.01,84.0,16.9,2025-09-27
USR_09597,40.2,5.86,94.2,27.3,2024-03-18
USR_09598,40.5,8.0,62.8,26.4,2025-09-26
USR_09599,28.2,2.64,68.0,52.3,2024-08-09
USR_09600,41.1,2.5,82.2,92.0,2024-11-26
USR_09601,26.8,2.25,91.9,70.3,2025-05-01
USR_09602,77.9,5.09,83.5,91.9,2024-11-22
USR_09603,32.4,2.65,84.3,23.2,2025-07-16
USR_09604,84.7,3.89,92.8,12.2,2024-02-21
USR_09605,25.2,6.0,86.3,70.0,2025-09-15
USR_09606,53.7,2.46,96.3,15.1,2024-09-16
USR_09607,40.3,0.83,100.0,77.7,2025-09-25
USR_09608,42.7,3.56,73.9,63.3,2025-02-20
USR_09609,53.4,4.98,100.0,95.7,2025-12-05
USR_09610,15.4,6.62,69.5,73.3,2025-11-27
USR_09611,26.1,2.65,80.3,63.3,2025-02-25
USR_09612,34.6,4.8,100.0,72.0,2025-09-21
USR_09613,32.7,3.04,78.6,64.8,2024-09-16
USR_09614,50.4,5.82,76.4,83.6,2024-12-20
USR_09615,47.4,1.32,88.5,41.7,2024-11-21
USR_09616,34.1,3.34,76.0,52.2,2025-09-20
USR_09617,17.4,2.37,90.4,52.9,2024-12-18
USR_09618,26.3,1.22,72.5,30.1,2025-12-06
USR_09619,34.3,4.47,93.2,15.3,2024-12-21
USR_09620,61.9,2.13,100.0,61.4,2024-12-04
USR_09621,53.4,3.22,84.0,22.9,2024-04-24
USR_09622,27.9,4.1,79.0,12.5,2025-05-13
USR_09623,45.5,4.19,83.0,37.6,2024-10-28
USR_09624,44.9,5.32,78.1,83.5,2025-06-21
USR_09625,35.9,6.41,87.4,53.3,2024-01-26
USR_09626,28.8,2.21,89.6,59.7,2024-03-10
USR_09627,47.1,4.07,72.2,86.8,2024-09-26
USR_09628,13.1,4.27,77.0,80.5,2024-07-09
USR_09629,43.1,2.26,85.1,41.6,2024-03-12
USR_09630,16.3,5.3,80.4,83.1,2025-03-13
USR_09631,39.3,3.18,73.3,76.6,2025-08-10
USR_09632,40.9,3.24,69.0,79.6,2025-05-20
USR_09633,47.8,4.48,90.7,48.7,2025-04-08
USR_09634,19.0,4.98,77.1,95.4,2024-06-22
USR_09635,32.9,3.18,82.8,88.8,2024-12-09
USR_09636,44.1,3.95,100.0,57.4,2025-11-28
USR_09637,33.4,1.71,100.0,36.4,2025-04-19
USR_09638,85.9,0.95,77.3,20.7,2024-08-12
USR_09639,41.8,4.8,86.0,50.7,2025-03-06
USR_09640,25.9,4.78,82.4,61.3,2024-07-13
USR_09641,49.4,3.11,80.3,56.0,2025-02-24
USR_09642,32.9,5.24,95.4,70.6,2025-08-16
USR_09643,29.3,5.03,86.7,55.9,2025-01-05
USR_09644,30.6,6.88,86.4,95.9,2025-07-14
USR_09645,58.1,4.18,80.4,17.9,2025-06-06
USR_09646,81.9,2.53,86.1,80.5,2025-02-10
USR_09647,47.4,4.74,88.8,40.2,2025-07-25
USR_09648,22.8,3.62,76.2,95.3,2025-02-14
USR_09649,42.7,5.02,70.5,26.4,2024-11-21
USR_09650,37.7,3.91,90.9,47.3,2025-05-13
USR_09651,45.3,1.35,96.0,88.2,2025-04-13
USR_09652,31.9,5.35,79.5,68.5,2024-11-03
USR_09653,29.1,2.56,83.3,28.2,2025-12-01
USR_09654,42.5,3.39,81.9,10.6,2024-04-25
USR_09655,45.2,2.83,89.4,81.7,2025-11-10
USR_09656,10.0,6.69,98.4,28.8,2025-02-24
USR_09657,52.7,3.96,98.9,55.0,2024-04-16
USR_09658,68.3,6.1,71.5,34.6,2025-09-29
USR_09659,18.8,5.47,97.0,28.2,2025-10-24
USR_09660,31.4,5.33,96.1,43.9,2024-12-09
USR_09661,44.7,7.4,87.8,62.2,2025-05-16
USR_09662,82.2,5.11,76.3,72.2,2025-09-05
USR_09663,48.3,3.66,94.1,23.3,2024-09-10
USR_09664,67.8,3.24,88.6,39.3,2025-04-18
USR_09665,15.3,3.94,96.4,90.7,2024-10-27
USR_09666,17.0,3.28,73.4,15.2,2025-11-12
USR_09667,71.4,4.95,93.7,53.2,2024-11-17
USR_09668,18.4,3.53,91.9,18.3,2025-10-28
USR_09669,43.2,7.0,77.3,71.7,2025-04-01
USR_09670,20.1,2.79,84.8,45.2,2024-11-08
USR_09671,36.3,1.8,79.2,97.5,2025-08-10
USR_09672,60.9,5.35,93.4,15.3,2024-08-23
USR_09673,35.9,7.11,77.6,32.7,2025-07-31
USR_09674,24.9,6.82,73.8,65.3,2024-08-16
USR_09675,11.6,5.34,75.9,15.9,2024-02-14
USR_09676,15.4,4.89,68.4,81.0,2024-06-11
USR_09677,31.5,5.18,78.2,98.1,2024-11-20
USR_09678,25.1,4.4,85.1,62.1,2024-01-18
USR_09679,40.5,6.57,91.7,97.1,2025-04-15
USR_09680,68.5,1.73,90.4,39.4,2024-08-11
USR_09681,69.1,1.48,77.6,64.4,2025-02-24
USR_09682,50.2,4.78,72.6,19.0,2025-08-28
USR_09683,27.4,3.09,88.9,12.7,2024-09-25
USR_09684,61.6,1.91,92.2,98.8,2024-02-05
USR_09685,13.1,3.02,82.2,32.2,2025-01-24
USR_09686,29.0,6.36,91.7,16.5,2025-10-24
USR_09687,16.2,2.42,78.9,80.2,2024-03-13
USR_09688,49.1,4.89,69.6,14.3,2025-10-24
USR_09689,20.1,7.83,97.3,66.4,2025-02-15
USR_09690,32.8,5.1,69.6,69.0,2024-11-16
USR_09691,65.5,4.74,70.8,71.1,2024-06-12
USR_09692,62.8,0.5,96.8,74.2,2024-04-04
USR_09693,50.8,4.32,92.4,33.0,2024-03-03
USR_09694,22.5,1.01,100.0,71.5,2025-04-03
USR_09695,75.0,2.65,100.0,72.6,2025-12-01
USR_09696,82.1,2.71,95.9,40.6,2025-06-15
USR_09697,32.3,3.74,90.9,41.4,2025-05-03
USR_09698,47.6,4.1,100.0,13.8,2025-03-04
USR_09699,47.3,1.89,100.0,51.0,2025-02-20
USR_09700,48.4,4.22,90.1,51.6,2025-11-12
USR_09701,89.8,2.41,76.1,94.3,2025-01-05
USR_09702,58.3,3.96,67.4,42.7,2025-11-23
USR_09703,55.5,2.98,81.5,61.7,2024-03-20
USR_09704,28.3,4.42,81.1,89.5,2024-08-16
USR_09705,38.6,7.9,89.3,55.0,2024-07-08
USR_09706,24.5,5.36,83.1,29.7,2025-04-05
USR_09707,40.7,3.62,96.0,59.6,2024-11-29
USR_09708,27.2,6.46,83.8,61.0,2025-06-26
USR_09709,36.5,2.77,88.9,11.1,2025-10-09
USR_09710,34.4,5.5,79.3,40.7,2024-05-07
USR_09711,33.7,6.14,100.0,87.7,2024-04-30
USR_09712,44.7,2.8,86.3,18.1,2024-10-23
USR_09713,55.9,2.38,83.3,90.1,2024-03-05
USR_09714,29.3,4.84,73.6,65.9,2025-05-25
USR_09715,12.7,3.91,86.6,45.3,2025-05-15
USR_09716,24.8,4.22,100.0,56.4,2024-06-30
USR_09717,26.8,3.63,71.3,41.9,2024-09-18
USR_09718,8.9,2.53,86.3,80.3,2024-07-19
USR_09719,32.9,3.49,73.1,76.0,2024-10-02
USR_09720,53.7,5.95,94.3,35.5,2025-03-21
USR_09721,39.5,0.84,64.6,34.5,2025-11-03
USR_09722,14.4,7.75,99.2,86.8,2025-11-26
USR_09723,31.0,0.5,81.3,22.1,2025-06-30
USR_09724,83.6,5.86,98.1,60.4,2024-02-06
USR_09725,17.5,3.04,78.5,50.5,2025-02-27
USR_09726,10.4,5.56,77.9,97.6,2025-06-02
USR_09727,65.6,4.4,78.1,94.5,2025-09-07
USR_09728,82.2,2.86,84.7,52.1,2024-06-17
USR_09729,30.6,5.13,79.8,93.0,2024-12-16
USR_09730,49.7,2.96,93.8,49.9,2024-07-28
USR_09731,18.2,0.96,75.6,59.6,2024-03-23
USR_09732,51.2,1.87,88.7,38.3,2024-12-09
USR_09733,51.4,5.46,68.6,31.5,2024-03-17
USR_09734,59.0,2.63,64.8,91.2,2025-09-07
USR_09735,20.2,4.18,92.6,54.2,2025-07-29
USR_09736,21.9,4.24,92.8,66.4,2024-12-02
USR_09737,69.2,3.87,94.4,56.0,2024-07-25
USR_09738,18.2,5.06,79.8,72.6,2024-08-27
USR_09739,94.0,3.25,68.7,57.3,2025-10-01
USR_09740,53.2,0.5,79.5,63.3,2025-06-09
USR_09741,33.4,5.19,61.0,54.3,2024-09-09
USR_09742,31.9,5.35,92.9,19.6,2024-07-27
USR_09743,39.8,2.16,100.0,52.1,2025-07-04
USR_09744,58.8,3.66,82.8,57.8,2025-04-09
USR_09745,58.1,2.38,95.9,11.7,2025-06-26
USR_09746,54.1,3.1,87.4,39.3,2025-01-02
USR_09747,48.1,3.13,83.9,91.0,2024-03-31
USR_09748,13.2,4.45,100.0,49.9,2025-04-22
USR_09749,42.4,5.68,95.4,10.5,2024-09-23
USR_09750,52.6,4.55,78.3,63.7,2025-09-06
USR_09751,26.4,4.82,78.9,86.6,2025-05-13
USR_09752,32.5,3.87,94.5,80.0,2024-06-21
USR_09753,73.5,3.65,82.5,44.0,2025-01-16
USR_09754,32.4,4.59,76.3,50.2,2025-01-10
USR_09755,26.3,4.98,96.2,87.9,2024-05-28
USR_09756,62.8,3.85,97.8,33.5,2025-08-17
USR_09757,38.3,2.08,81.2,14.7,2025-07-28
USR_09758,63.8,3.15,81.1,98.6,2025-05-22
USR_09759,37.4,2.45,78.5,46.4,2025-10-05
USR_09760,17.3,2.51,79.8,47.9,2025-05-15
USR_09761,36.1,2.66,74.9,81.8,2025-07-12
USR_09762,14.4,1.98,80.3,74.6,2024-07-18
USR_09763,17.6,2.56,73.6,73.7,2024-12-07
USR_09764,22.6,3.48,93.0,13.0,2024-07-04
USR_09765,53.9,2.94,87.9,74.7,2025-09-28
USR_09766,20.8,3.32,86.5,98.5,2024-08-24
USR_09767,20.1,1.87,86.8,11.5,2024-11-15
USR_09768,23.6,5.5,91.9,21.8,2025-01-06
USR_09769,90.5,0.89,61.4,17.6,2024-01-26
USR_09770,35.7,6.12,83.8,50.8,2024-07-05
USR_09771,37.0,4.54,67.7,63.6,2024-06-21
USR_09772,18.9,7.09,92.0,87.9,2025-02-13
USR_09773,27.3,5.23,80.2,66.3,2024-01-23
USR_09774,13.3,3.68,100.0,60.8,2025-01-29
USR_09775,79.5,3.3,77.5,81.4,2025-02-03
USR_09776,7.9,5.88,86.6,46.9,2024-02-26
USR_09777,21.8,2.38,82.7,10.8,2024-01-20
USR_09778,57.3,3.56,93.8,64.1,2025-09-23
USR_09779,44.6,5.45,80.6,27.8,2024-10-22
USR_09780,46.6,4.67,95.3,86.1,2024-12-25
USR_09781,47.8,3.41,87.5,46.1,2024-06-19
USR_09782,47.1,2.91,83.7,70.0,2024-10-16
USR_09783,39.8,3.76,83.7,39.3,2025-04-24
USR_09784,17.9,3.61,81.0,68.6,2024-12-24
USR_09785,57.4,5.41,79.6,29.5,2025-04-05
USR_09786,23.9,3.51,82.1,10.1,2024-02-28
USR_09787,14.3,4.29,94.2,51.4,2024-04-14
USR_09788,39.9,3.66,77.3,76.3,2025-01-15
USR_09789,19.9,5.96,78.7,80.5,2024-03-25
USR_09790,43.9,2.79,81.7,93.4,2024-07-26
USR_09791,38.4,3.06,73.7,23.7,2025-10-06
USR_09792,43.3,2.31,87.2,79.9,2025-08-02
USR_09793,35.3,3.31,93.1,41.8,2025-01-20
USR_09794,30.1,2.92,89.6,22.4,2024-10-30
USR_09795,63.2,3.94,69.1,32.1,2025-04-29
USR_09796,80.3,5.27,89.8,63.5,2025-07-06
USR_09797,69.6,4.68,84.8,38.7,2025-02-22
USR_09798,33.0,6.62,93.1,16.8,2024-08-11
USR_09799,23.4,3.39,94.2,21.0,2025-04-25
USR_09800,53.4,5.05,95.4,12.5,2024-05-16
USR_09801,8.7,4.79,81.3,32.1,2025-03-11
USR_09802,28.4,3.26,76.1,87.4,2024-04-21
USR_09803,9.0,7.31,92.7,88.7,2024-07-27
USR_09804,56.1,4.64,89.5,29.9,2024-05-26
USR_09805,72.1,2.93,68.0,76.9,2025-07-13
USR_09806,50.1,6.55,80.9,93.0,2024-01-23
USR_09807,24.9,5.16,100.0,76.0,2024-09-28
USR_09808,33.8,5.85,90.0,57.7,2025-04-25
USR_09809,43.4,5.87,97.9,88.8,2025-07-19
USR_09810,16.9,4.64,73.4,36.0,2025-08-21
USR_09811,39.7,2.61,89.6,51.6,2024-07-23
USR_09812,26.5,3.28,100.0,20.2,2025-03-28
USR_09813,34.0,3.89,93.6,79.8,2024-03-25
USR_09814,39.0,2.84,78.0,60.6,2025-04-27
USR_09815,44.8,0.94,88.6,24.1,2024-08-27
USR_09816,59.4,7.28,88.6,39.9,2024-04-24
USR_09817,32.1,5.78,85.5,22.4,2025-09-28
USR_09818,31.8,4.4,87.8,65.0,2025-11-04
USR_09819,27.6,4.62,86.7,59.1,2025-09-10
USR_09820,27.8,4.75,88.1,24.2,2024-08-24
USR_09821,20.2,4.22,71.1,12.9,2025-01-17
USR_09822,43.1,1.55,91.7,76.7,2025-01-23
USR_09823,28.9,6.31,79.0,23.2,2024-02-26
USR_09824,46.8,6.43,88.3,28.3,2025-06-20
USR_09825,13.0,4.91,79.0,80.7,2024-05-09
USR_09826,52.0,2.78,71.8,13.9,2025-11-23
USR_09827,56.0,2.46,100.0,95.2,2025-08-10
USR_09828,32.3,5.6,100.0,57.6,2024-11-01
USR_09829,37.7,5.94,79.8,30.9,2024-12-09
USR_09830,42.3,4.93,85.6,87.8,2024-09-22
USR_09831,55.9,6.03,83.7,75.5,2024-01-29
USR_09832,30.3,2.99,78.3,55.4,2025-04-20
USR_09833,42.2,4.68,94.6,53.1,2025-09-23
USR_09834,58.9,3.45,89.1,62.1,2024-08-11
USR_09835,20.9,4.87,89.6,71.7,2024-07-28
USR_09836,39.0,4.98,84.0,66.3,2024-04-25
USR_09837,17.1,2.56,79.7,35.8,2024-05-10
USR_09838,36.9,4.36,85.9,78.9,2024-02-15
USR_09839,20.4,6.59,76.0,75.3,2024-09-06
USR_09840,12.4,4.24,97.5,25.5,2024-12-07
USR_09841,12.9,3.38,60.4,13.1,2024-04-11
USR_09842,52.3,3.63,99.1,90.3,2025-05-06
USR_09843,35.0,7.2,67.8,72.8,2025-01-20
USR_09844,11.9,2.65,65.7,95.0,2025-04-18
USR_09845,45.2,0.5,95.8,85.7,2024-03-22
USR_09846,29.2,4.57,73.8,82.1,2025-03-04
USR_09847,52.6,4.61,100.0,26.8,2025-10-03
USR_09848,42.2,4.31,95.5,53.7,2024-10-17
USR_09849,17.0,6.52,90.1,65.3,2025-04-09
USR_09850,20.1,6.08,80.3,55.5,2024-10-26
USR_09851,14.8,3.24,89.3,32.0,2025-10-09
USR_09852,52.6,3.09,73.6,62.5,2025-03-05
USR_09853,64.5,4.21,80.8,45.9,2024-08-17
USR_09854,45.7,6.2,90.6,25.2,2024-11-14
USR_09855,52.0,3.16,95.7,66.2,2024-08-16
USR_09856,25.6,1.99,78.2,58.2,2025-08-05
USR_09857,14.0,3.39,62.4,66.2,2025-10-20
USR_09858,25.5,4.02,77.8,48.6,2024-01-29
USR_09859,27.1,1.02,71.6,27.8,2025-10-10
USR_09860,37.4,4.82,82.9,10.1,2024-01-24
USR_09861,20.3,4.42,87.6,12.1,2025-09-06
USR_09862,39.5,2.73,92.8,77.7,2025-01-31
USR_09863,47.1,0.5,91.1,62.2,2025-11-08
USR_09864,39.2,4.8,86.2,95.8,2024-09-23
USR_09865,70.8,3.38,98.7,11.7,2025-01-31
USR_09866,39.3,3.46,87.8,26.2,2024-03-25
USR_09867,22.7,5.64,100.0,26.0,2024-03-23
USR_09868,23.9,4.68,91.9,45.6,2025-11-25
USR_09869,68.4,2.94,92.6,65.9,2025-05-26
USR_09870,53.9,5.94,73.7,56.8,2025-01-17
USR_09871,31.7,8.0,80.4,82.7,2025-05-19
USR_09872,26.9,5.11,74.2,33.4,2024-01-26
USR_09873,48.5,4.27,91.4,76.4,2024-10-19
USR_09874,33.2,4.33,93.1,41.1,2024-03-09
USR_09875,66.0,2.95,69.0,76.0,2025-09-13
USR_09876,23.7,5.9,76.6,43.0,2024-07-17
USR_09877,16.9,7.18,96.6,84.5,2024-06-23
USR_09878,28.8,1.77,75.7,28.0,2025-11-24
USR_09879,33.7,6.31,90.0,35.5,2025-11-19
USR_09880,26.5,3.74,84.4,21.9,2025-08-22
USR_09881,49.9,2.88,70.2,97.8,2025-01-20
USR_09882,22.9,7.35,87.5,78.7,2025-05-06
USR_09883,18.8,4.92,89.0,15.0,2025-02-10
USR_09884,41.8,3.93,83.0,48.9,2025-02-07
USR_09885,23.5,1.95,91.6,13.4,2025-01-20
USR_09886,34.7,5.76,67.7,88.8,2025-09-14
USR_09887,52.5,0.59,75.5,84.9,2024-12-21
USR_09888,56.8,4.58,88.7,75.6,2025-08-24
USR_09889,66.0,4.91,74.7,20.7,2025-02-04
USR_09890,42.8,4.8,68.5,10.7,2024-05-13
USR_09891,39.6,6.78,83.3,27.8,2025-09-10
USR_09892,53.9,4.48,93.0,16.3,2025-09-05
USR_09893,42.6,0.5,83.6,53.2,2024-12-11
USR_09894,37.2,2.38,100.0,47.8,2025-02-08
USR_09895,54.4,7.78,94.1,11.7,2025-03-15
USR_09896,48.8,2.13,70.6,27.5,2024-02-08
USR_09897,42.6,3.71,97.2,66.0,2024-08-18
USR_09898,39.1,3.21,81.2,52.6,2024-06-26
USR_09899,16.8,4.09,88.0,54.7,2025-02-07
USR_09900,13.6,5.75,73.8,78.6,2024-07-13
USR_09901,23.2,2.87,100.0,53.4,2025-03-03
USR_09902,86.1,4.49,75.3,28.3,2024-12-19
USR_09903,22.9,3.59,71.6,91.5,2024-11-22
USR_09904,36.5,7.84,84.9,32.8,2024-09-02
USR_09905,20.2,4.71,70.4,42.4,2025-06-19
USR_09906,24.0,5.11,96.5,22.4,2024-02-25
USR_09907,69.7,2.5,69.3,52.4,2025-03-06
USR_09908,14.0,3.78,96.9,85.9,2025-04-10
USR_09909,37.3,5.24,85.2,66.1,2024-10-09
USR_09910,64.0,4.09,100.0,41.4,2025-01-18
USR_09911,44.3,4.95,74.7,90.3,2024-08-29
USR_09912,49.5,4.94,79.8,55.5,2025-11-04
USR_09913,23.9,6.04,87.0,31.8,2025-09-09
USR_09914,97.2,2.16,100.0,39.5,2024-09-04
USR_09915,51.6,5.61,100.0,95.9,2024-07-11
USR_09916,71.0,3.61,90.6,42.0,2024-08-08
USR_09917,43.3,3.3,81.7,97.9,2025-02-26
USR_09918,33.6,6.27,78.1,54.3,2025-02-24
USR_09919,26.8,6.28,93.0,73.1,2025-09-18
USR_09920,74.5,4.93,91.2,26.6,2025-05-04
USR_09921,27.8,4.6,80.1,26.4,2025-07-13
USR_09922,15.1,3.63,90.6,11.6,2024-06-14
USR_09923,14.8,2.64,85.4,69.9,2024-07-23
USR_09924,19.2,4.58,82.9,61.6,2025-04-02
USR_09925,55.1,5.05,100.0,15.4,2025-06-28
USR_09926,16.3,2.55,81.0,52.1,2025-06-17
USR_09927,35.2,2.88,89.5,60.0,2025-08-01
USR_09928,44.2,3.48,100.0,27.9,2024-07-15
USR_09929,23.7,3.69,80.3,87.6,2024-12-10
USR_09930,41.0,3.64,100.0,45.4,2024-08-13
USR_09931,23.8,3.74,94.2,34.6,2024-03-21
USR_09932,38.0,4.51,92.4,47.3,2024-10-20
USR_09933,56.8,1.83,91.2,97.5,2025-04-25
USR_09934,14.9,4.27,77.8,41.1,2024-10-15
USR_09935,42.6,4.14,76.3,92.8,2024-09-04
USR_09936,40.6,2.86,74.7,58.8,2025-02-17
USR_09937,37.8,1.06,100.0,28.6,2024-02-23
USR_09938,27.2,4.19,95.2,38.9,2024-12-04
USR_09939,35.6,3.15,84.1,70.9,2025-10-05
USR_09940,36.6,3.92,87.8,52.5,2025-02-27
USR_09941,82.9,1.47,80.3,92.9,2024-01-16
USR_09942,35.7,4.98,95.3,27.9,2024-04-19
USR_09943,12.2,3.19,91.9,25.5,2025-04-05
USR_09944,39.5,3.28,85.0,67.9,2024-03-16
USR_09945,13.5,5.23,78.2,48.4,2025-06-30
USR_09946,16.1,3.28,100.0,17.5,2024-09-29
USR_09947,51.2,0.54,86.0,63.8,2024-10-15
USR_09948,66.8,2.93,81.1,56.8,2024-04-23
USR_09949,68.0,7.64,92.9,47.5,2024-11-22
USR_09950,35.4,4.96,100.0,99.2,2025-04-04
USR_09951,19.1,6.43,78.4,60.5,2025-08-30
USR_09952,42.8,1.69,92.6,25.4,2024-09-22
USR_09953,15.9,5.82,83.2,44.5,2025-09-10
USR_09954,30.1,4.28,80.7,25.1,2024-06-19
USR_09955,59.8,3.73,90.8,23.6,2024-07-17
USR_09956,16.8,4.62,82.8,88.7,2025-10-13
USR_09957,10.9,3.76,90.3,81.6,2024-02-27
USR_09958,25.5,2.6,75.6,95.7,2025-07-10
USR_09959,36.7,3.92,74.2,98.3,2025-02-13
USR_09960,20.0,5.81,99.2,10.1,2025-04-20
USR_09961,41.4,5.53,87.5,36.3,2025-04-21
USR_09962,46.2,4.74,81.8,46.4,2024-07-06
USR_09963,12.0,4.54,100.0,20.7,2024-03-01
USR_09964,30.2,4.95,71.7,92.0,2024-01-24
USR_09965,7.9,5.69,78.2,31.4,2025-11-27
USR_09966,70.3,5.16,69.1,34.2,2024-01-27
USR_09967,37.8,5.76,84.2,34.1,2024-12-24
USR_09968,55.5,6.21,78.7,64.0,2025-02-26
USR_09969,41.1,4.95,89.6,80.1,2025-08-14
USR_09970,24.1,2.54,100.0,65.1,2024-08-29
USR_09971,20.3,3.04,97.2,64.4,2024-07-15
USR_09972,39.3,8.0,84.3,96.9,2024-06-16
USR_09973,33.8,5.46,72.9,23.4,2025-01-21
USR_09974,28.4,4.27,86.5,14.2,2025-10-18
USR_09975,38.8,3.15,100.0,52.4,2025-06-01
USR_09976,34.9,6.42,95.4,37.8,2025-09-20
USR_09977,18.9,4.63,85.7,82.1,2024-03-22
USR_09978,35.6,3.18,100.0,61.7,2025-05-22
USR_09979,36.5,2.79,92.0,89.9,2025-08-15
USR_09980,41.0,1.21,87.8,67.2,2024-03-05
USR_09981,45.6,6.58,92.2,26.8,2025-09-09
USR_09982,45.6,6.86,100.0,58.0,2025-02-28
USR_09983,48.2,5.84,76.4,61.3,2024-08-26
USR_09984,43.6,3.13,87.0,84.8,2025-02-10
USR_09985,30.0,6.84,88.9,37.1,2024-06-24
USR_09986,80.8,3.5,81.8,93.3,2024-04-30
USR_09987,45.9,2.8,85.5,57.0,2024-04-04
USR_09988,28.7,2.63,68.8,90.8,2025-03-12
USR_09989,36.5,4.48,84.9,25.3,2024-08-18
USR_09990,72.9,0.5,85.8,49.0,2024-01-25
USR_09991,61.5,1.91,80.3,23.9,2025-04-19
USR_09992,53.9,5.02,87.8,18.5,2025-02-16
USR_09993,56.2,5.05,81.2,24.9,2024-05-25
USR_09994,45.0,6.71,92.0,46.4,2024-05-24
USR_09995,37.6,4.79,100.0,76.6,2025-03-11
USR_09996,55.8,3.44,89.3,29.7,2025-02-07
USR_09997,37.3,5.7,77.5,17.4,2024-06-22
USR_09998,44.2,1.66,84.4,17.4,2024-06-10
USR_09999,7.3,6.11,88.2,67.0,2024-07-22
USR_10000,37.1,4.05,93.0,70.6,2025-10-03
USR_10001,43.3,1.79,94.0,71.4,2024-10-05
USR_10002,53.1,6.62,90.0,89.6,2025-09-01
USR_10003,22.7,5.28,80.6,18.4,2025-11-03
USR_10004,11.6,6.46,60.0,39.1,2024-10-13
USR_10005,24.1,2.52,88.7,25.3,2024-07-07
USR_10006,74.0,3.14,93.2,95.9,2025-11-30
USR_10007,54.9,3.92,84.3,38.7,2025-11-01
USR_10008,24.2,8.0,98.9,28.4,2025-11-07
USR_10009,13.4,3.02,80.7,25.8,2025-02-23
USR_10010,59.0,5.42,100.0,75.3,2024-08-07
USR_10011,54.8,3.47,87.9,25.4,2025-05-31
USR_10012,69.4,2.09,85.0,21.9,2024-12-02
USR_10013,48.2,3.48,84.4,32.2,2024-04-10
USR_10014,75.2,3.21,74.9,46.4,2025-08-08
USR_10015,32.1,2.67,86.6,80.7,2024-08-10
