user_id,avg_rpm,smoothness_score,idling_pct,carbon_credits_balance
USR_11170,1938,0.72,0.095,16
USR_11171,2570,0.64,0.044,42
USR_11172,2423,0.73,0.15,4
USR_11173,2654,0.46,0.167,20
USR_11174,2652,0.47,0.129,1
USR_11175,2272,0.74,0.143,18
USR_11176,2373,0.75,0.111,122
USR_11177,2328,0.66,0.125,23
USR_11178,2672,0.71,0.139,6
USR_11179,2614,0.61,0.152,1
USR_11180,2343,0.71,0.326,10
USR_11181,2160,0.81,0.153,74
USR_11182,2128,0.8,0.318,79
USR_11183,2848,0.53,0.23,10
USR_11184,2644,0.58,0.116,27
USR_11185,2206,0.67,0.198,55
USR_11186,2462,0.51,0.041,74
USR_11187,1815,0.78,0.301,37
USR_11188,2223,0.71,0.151,34
USR_11189,2918,0.53,0.059,67
USR_11190,2687,0.52,0.078,79
USR_11191,2367,0.73,0.123,108
USR_11192,2629,0.61,0.215,23
USR_11193,2962,0.64,0.433,18
USR_11194,2542,0.39,0.211,4
USR_11195,2934,0.47,0.148,70
USR_11196,2666,0.69,0.156,10
USR_11197,2530,0.48,0.035,58
USR_11198,2000,0.91,0.118,6
USR_11199,2571,0.64,0.239,97
USR_11200,2900,0.66,0.108,88
USR_11201,2698,0.56,0.094,51
USR_11202,2281,0.71,0.172,42
USR_11203,2984,0.42,0.099,45
USR_11204,2745,0.55,0.137,59
USR_11205,2488,0.75,0.24,72
USR_11206,2409,0.73,0.068,144
USR_11207,2123,0.77,0.108,46
USR_11208,2699,0.7,0.061,118
USR_11209,2324,0.86,0.169,15
USR_11210,2121,0.77,0.045,5
USR_11211,2540,0.77,0.163,40
USR_11212,2317,0.71,0.152,162
USR_11213,2453,0.48,0.201,54
USR_11214,2238,0.76,0.213,3
USR_11215,2811,0.45,0.079,20
USR_11216,2758,0.44,0.064,58
USR_11217,2762,0.49,0.092,120
USR_11218,2269,0.65,0.157,51
USR_11219,2383,0.71,0.154,73
USR_11220,1966,0.86,0.057,6
USR_11221,2360,0.72,0.136,0
USR_11222,2643,0.69,0.138,11
USR_11223,2681,0.54,0.145,59
USR_11224,2734,0.5,0.087,80
USR_11225,2867,0.59,0.181,83
USR_11226,2116,0.75,0.127,83
USR_11227,2326,0.9,0.046,52
USR_11228,2382,0.57,0.097,27
USR_11229,2347,0.67,0.181,109
USR_11230,2489,0.79,0.1,59
USR_11231,2281,0.85,0.413,10
USR_11232,2690,0.65,0.182,16
USR_11233,1910,0.88,0.081,19
USR_11234,2866,0.5,0.093,76
USR_11235,2741,0.67,0.25,78
USR_11236,2743,0.63,0.073,71
USR_11237,2601,0.66,0.061,1
USR_11238,2555,0.77,0.063,32
USR_11239,3280,0.45,0.377,60
USR_11240,2474,0.63,0.228,191
USR_11241,2749,0.56,0.028,54
USR_11242,2326,0.69,0.264,46
USR_11243,2152,0.69,0.053,36
USR_11244,3125,0.32,0.228,78
USR_11245,2726,0.34,0.362,4
USR_11246,2498,0.64,0.223,13
USR_11247,2780,0.56,0.139,1
USR_11248,2361,0.77,0.494,153
USR_11249,2807,0.54,0.244,15
USR_11250,3002,0.5,0.199,11
USR_11251,2467,0.67,0.134,167
USR_11252,2280,0.66,0.075,5
USR_11253,2510,0.62,0.185,119
USR_11254,2244,0.67,0.223,12
USR_11255,2193,0.62,0.124,125
USR_11256,2316,0.82,0.203,105
USR_11257,2406,0.63,0.176,23
USR_11258,2590,0.68,0.126,10
USR_11259,2714,0.46,0.152,209
USR_11260,2677,0.67,0.241,3
USR_11261,2788,0.57,0.166,21
USR_11262,2448,0.57,0.128,5
USR_11263,2531,0.58,0.097,124
USR_11264,2693,0.52,0.135,42
USR_11265,2514,0.69,0.105,5
USR_11266,2805,0.49,0.157,93
USR_11267,2736,0.69,0.157,19
USR_11268,1850,0.81,0.03,63
USR_11269,2296,0.69,0.157,15
USR_11270,2363,0.78,0.114,39
USR_11271,2522,0.49,0.301,2
USR_11272,2443,0.71,0.134,15
USR_11273,2754,0.58,0.084,98
USR_11274,2232,0.7,0.036,54
USR_11275,2305,0.87,0.248,96
USR_11276,2692,0.56,0.41,39
USR_11277,2762,0.64,0.04,76
USR_11278,2271,0.82,0.176,200
USR_11279,2527,0.78,0.029,6
USR_11280,2590,0.6,0.365,211
USR_11281,2562,0.46,0.09,28
USR_11282,2552,0.6,0.14,64
USR_11283,2048,0.77,0.379,15
USR_11284,1975,0.73,0.128,75
USR_11285,2874,0.38,0.177,9
USR_11286,2508,0.61,0.156,31
USR_11287,2780,0.62,0.043,5
USR_11288,2947,0.44,0.133,46
USR_11289,2715,0.5,0.178,94
USR_11290,2351,0.8,0.219,2
USR_11291,2414,0.54,0.02,9
USR_11292,2756,0.63,0.224,73
USR_11293,2643,0.52,0.187,28
USR_11294,2411,0.69,0.237,120
USR_11295,2077,0.89,0.08,106
USR_11296,2959,0.26,0.101,7
USR_11297,2720,0.59,0.463,40
USR_11298,2521,0.49,0.093,26
USR_11299,2835,0.58,0.257,15
USR_11300,2453,0.66,0.094,24
USR_11301,2840,0.54,0.29,2
USR_11302,2937,0.61,0.002,22
USR_11303,2570,0.48,0.071,57
USR_11304,2581,0.5,0.18,9
USR_11305,2369,0.59,0.2,36
USR_11306,2888,0.52,0.052,5
USR_11307,2782,0.68,0.133,85
USR_11308,2748,0.65,0.163,43
USR_11309,2447,0.72,0.071,30
USR_11310,2728,0.46,0.399,7
USR_11311,2918,0.39,0.048,208
USR_11312,2323,0.62,0.209,83
USR_11313,2205,0.78,0.04,115
USR_11314,2682,0.31,0.308,57
USR_11315,1938,0.88,0.036,128
USR_11316,1963,0.75,0.245,93
USR_11317,3009,0.36,0.452,28
USR_11318,2436,0.7,0.236,91
USR_11319,2326,0.86,0.113,82
USR_11320,2218,0.79,0.116,51
USR_11321,2692,0.4,0.072,63
USR_11322,3105,0.48,0.213,6
USR_11323,2581,0.76,0.286,49
USR_11324,2291,0.63,0.161,53
USR_11325,2298,0.7,0.373,12
USR_11326,2853,0.46,0.049,46
USR_11327,2618,0.75,0.138,13
USR_11328,1892,0.62,0.292,36
USR_11329,2642,0.82,0.203,3
USR_11330,2752,0.34,0.13,85
USR_11331,2853,0.59,0.119,29
USR_11332,2422,0.68,0.149,40
USR_11333,2445,0.84,0.057,27
USR_11334,2629,0.77,0.127,9
USR_11335,2448,0.59,0.104,75
USR_11336,2673,0.48,0.176,83
USR_11337,2657,0.64,0.093,30
USR_11338,2900,0.42,0.093,18
USR_11339,2604,0.63,0.215,122
USR_11340,2607,0.73,0.197,144
USR_11341,2564,0.62,0.126,48
USR_11342,2255,0.79,0.151,38
USR_11343,2668,0.6,0.149,6
USR_11344,2161,0.67,0.112,29
USR_11345,2452,0.72,0.128,157
USR_11346,2681,0.65,0.285,88
USR_11347,2461,0.71,0.341,2
USR_11348,2096,0.79,0.274,92
USR_11349,2510,0.56,0.139,115
USR_11350,2562,0.44,0.016,27
USR_11351,2447,0.67,0.247,1
USR_11352,2836,0.63,0.172,13
USR_11353,2345,0.68,0.181,118
USR_11354,2611,0.62,0.124,134
USR_11355,2320,0.75,0.22,34
USR_11356,2196,0.72,0.127,24
USR_11357,2292,0.81,0.107,26
USR_11358,2678,0.59,0.014,0
USR_11359,3089,0.41,0.065,113
USR_11360,3242,0.43,0.039,41
USR_11361,2290,0.84,0.066,105
USR_11362,2788,0.75,0.123,70
USR_11363,2411,0.73,0.202,17
USR_11364,2611,0.45,0.24,178
USR_11365,2552,0.82,0.249,0
USR_11366,2443,0.71,0.176,18
USR_11367,2645,0.45,0.125,14
USR_11368,2783,0.64,0.074,29
USR_11369,2174,0.53,0.245,5
USR_11370,2100,0.81,0.229,145
USR_11371,2104,0.76,0.44,24
USR_11372,3186,0.47,0.269,198
USR_11373,2192,0.6,0.38,36
USR_11374,1844,0.91,0.13,18
USR_11375,2312,0.78,0.166,77
USR_11376,2691,0.73,0.032,31
USR_11377,2281,0.64,0.042,56
USR_11378,2706,0.48,0.373,93
USR_11379,2857,0.6,0.052,48
USR_11380,2222,0.69,0.126,69
USR_11381,2200,0.8,0.136,26
USR_11382,2730,0.47,0.179,22
USR_11383,2309,0.75,0.268,2
USR_11384,2583,0.66,0.104,8
USR_11385,2389,0.68,0.142,17
USR_11386,2179,0.84,0.031,43
USR_11387,3011,0.41,0.062,26
USR_11388,2330,0.61,0.149,6
USR_11389,2519,0.62,0.071,18
USR_11390,2355,0.72,0.247,29
USR_11391,2618,0.6,0.154,110
USR_11392,1878,0.81,0.336,34
USR_11393,2766,0.61,0.071,16
USR_11394,2504,0.66,0.332,29
USR_11395,2532,0.75,0.117,33
USR_11396,2666,0.36,0.028,13
USR_11397,3187,0.44,0.044,68
USR_11398,2752,0.63,0.029,14
USR_11399,2837,0.62,0.099,38
USR_11400,2866,0.28,0.018,46
USR_11401,2814,0.54,0.161,30
USR_11402,2987,0.59,0.029,30
USR_11403,2293,0.58,0.041,2
USR_11404,2124,0.83,0.082,19
USR_11405,3269,0.51,0.312,88
USR_11406,2674,0.85,0.148,24
USR_11407,2609,0.78,0.262,79
USR_11408,2926,0.39,0.118,100
USR_11409,2356,0.87,0.086,14
USR_11410,2437,0.72,0.078,75
USR_11411,2074,0.87,0.102,2
USR_11412,2423,0.79,0.068,25
USR_11413,2032,0.94,0.165,154
USR_11414,2464,0.76,0.112,121
USR_11415,2371,0.69,0.279,96
USR_11416,2443,0.68,0.04,123
USR_11417,2215,0.86,0.068,9
USR_11418,2867,0.46,0.251,130
USR_11419,2015,0.81,0.402,37
USR_11420,2872,0.49,0.102,13
USR_11421,2420,0.62,0.034,1
USR_11422,2245,0.75,0.168,89
USR_11423,3116,0.37,0.076,18
USR_11424,2468,0.59,0.107,156
USR_11425,2367,0.7,0.341,56
USR_11426,2290,0.69,0.434,59
USR_11427,2734,0.69,0.097,90
USR_11428,2575,0.57,0.546,106
USR_11429,2899,0.59,0.052,77
USR_11430,2978,0.48,0.317,11
USR_11431,2647,0.53,0.176,37
USR_11432,2476,0.7,0.212,54
USR_11433,2349,0.72,0.067,20
USR_11434,2703,0.59,0.18,14
USR_11435,2411,0.78,0.165,7
USR_11436,2863,0.61,0.209,15
USR_11437,2532,0.61,0.196,64
USR_11438,2414,0.81,0.035,94
USR_11439,2368,0.69,0.021,125
USR_11440,2661,0.6,0.128,104
USR_11441,2463,0.72,0.029,25
USR_11442,2325,0.62,0.049,59
USR_11443,2841,0.46,0.241,114
USR_11444,2498,0.71,0.116,8
USR_11445,2607,0.61,0.29,57
USR_11446,2494,0.71,0.029,12
USR_11447,2325,0.84,0.03,87
USR_11448,2262,0.72,0.121,95
USR_11449,2414,0.71,0.146,11
USR_11450,2280,0.71,0.211,15
USR_11451,2390,0.83,0.097,6
USR_11452,2317,0.69,0.394,28
USR_11453,2471,0.76,0.266,4
USR_11454,2030,0.88,0.262,35
USR_11455,2493,0.43,0.18,14
USR_11456,2868,0.46,0.033,47
USR_11457,2496,0.78,0.132,65
USR_11458,2589,0.67,0.018,112
USR_11459,2564,0.75,0.18,64
USR_11460,2116,0.85,0.058,3
USR_11461,2517,0.65,0.025,26
USR_11462,2627,0.67,0.053,98
USR_11463,2743,0.39,0.091,9
USR_11464,2466,0.63,0.059,8
USR_11465,2881,0.41,0.2,17
USR_11466,2452,0.75,0.038,10
USR_11467,2170,0.84,0.137,15
USR_11468,2270,0.7,0.027,24
USR_11469,2334,0.73,0.02,10
USR_11470,2545,0.67,0.168,96
USR_11471,2576,0.63,0.095,19
USR_11472,2495,0.63,0.178,10
USR_11473,2230,0.81,0.007,98
USR_11474,3195,0.32,0.204,29
USR_11475,2614,0.57,0.036,17
USR_11476,2634,0.73,0.301,70
USR_11477,2344,0.45,0.147,71
USR_11478,2196,0.76,0.237,119
USR_11479,2994,0.53,0.106,1
USR_11480,3107,0.44,0.049,55
USR_11481,2248,0.73,0.198,4
USR_11482,2350,0.83,0.059,17
USR_11483,2489,0.73,0.297,13
USR_11484,3019,0.53,0.122,3
USR_11485,2268,0.75,0.341,5
USR_11486,2439,0.52,0.316,206
USR_11487,2780,0.59,0.501,13
USR_11488,2523,0.74,0.046,53
USR_11489,2567,0.71,0.081,77
USR_11490,2654,0.53,0.09,50
USR_11491,2434,0.71,0.116,37
USR_11492,2461,0.64,0.145,65
USR_11493,2202,0.7,0.055,14
USR_11494,1850,0.9,0.175,34
USR_11495,2881,0.75,0.085,62
USR_11496,2641,0.68,0.19,14
USR_11497,2431,0.6,0.279,157
USR_11498,2386,0.81,0.304,90
USR_11499,2087,0.89,0.276,2
USR_11500,2397,0.81,0.141,89
USR_11501,2309,0.65,0.027,1
USR_11502,2717,0.56,0.195,6
USR_11503,2992,0.41,0.28,5
USR_11504,2427,0.75,0.316,80
USR_11505,2225,0.7,0.088,114
USR_11506,3106,0.49,0.137,45
USR_11507,2522,0.59,0.144,56
USR_11508,2464,0.7,0.128,3
USR_11509,2359,0.77,0.124,6
USR_11510,2751,0.64,0.189,48
USR_11511,2419,0.54,0.141,17
USR_11512,2255,0.68,0.206,9
USR_11513,2305,0.87,0.218,1
USR_11514,3045,0.47,0.074,41
USR_11515,1991,0.81,0.076,101
USR_11516,2560,0.64,0.202,80
USR_11517,2842,0.4,0.038,25
USR_11518,2692,0.59,0.023,86
USR_11519,2639,0.65,0.213,64
USR_11520,2938,0.41,0.083,91
USR_11521,2506,0.57,0.031,5
USR_11522,2533,0.67,0.099,111
USR_11523,2591,0.74,0.116,73
USR_11524,2348,0.76,0.263,247
USR_11525,2269,0.65,0.094,18
USR_11526,2488,0.74,0.077,19
USR_11527,2620,0.61,0.04,34
USR_11528,2594,0.73,0.258,38
USR_11529,2160,0.74,0.099,20
USR_11530,2253,0.75,0.401,30
USR_11531,2372,0.72,0.104,1
USR_11532,2386,0.63,0.25,10
USR_11533,2419,0.55,0.092,12
USR_11534,2977,0.48,0.089,23
USR_11535,2415,0.67,0.427,59
USR_11536,2647,0.51,0.069,1
USR_11537,2159,0.85,0.15,41
USR_11538,2957,0.43,0.036,139
USR_11539,2493,0.68,0.051,6
USR_11540,2471,0.74,0.108,23
USR_11541,2728,0.64,0.153,56
USR_11542,2576,0.65,0.255,75
USR_11543,2597,0.6,0.164,32
USR_11544,2742,0.81,0.117,5
USR_11545,2633,0.71,0.088,63
USR_11546,2283,0.69,0.332,9
USR_11547,2620,0.61,0.293,44
USR_11548,3108,0.4,0.052,0
USR_11549,2408,0.61,0.118,7
USR_11550,2757,0.6,0.264,21
USR_11551,2781,0.76,0.103,7
USR_11552,2828,0.55,0.332,40
USR_11553,2659,0.69,0.203,120
USR_11554,2522,0.91,0.124,9
USR_11555,2091,0.85,0.173,18
USR_11556,2681,0.77,0.169,112
USR_11557,2110,0.81,0.453,20
USR_11558,2512,0.58,0.173,12
USR_11559,2393,0.57,0.119,9
USR_11560,2761,0.73,0.19,8
USR_11561,2820,0.51,0.143,118
USR_11562,1955,0.89,0.146,95
USR_11563,2590,0.54,0.088,14
USR_11564,2290,0.62,0.468,16
USR_11565,2557,0.65,0.178,127
USR_11566,2526,0.65,0.073,33
USR_11567,2940,0.37,0.296,4
USR_11568,3065,0.39,0.035,18
USR_11569,2779,0.6,0.341,171
USR_11570,2579,0.46,0.357,85
USR_11571,2478,0.56,0.381,53
USR_11572,2462,0.86,0.165,19
USR_11573,1985,0.78,0.095,8
USR_11574,2270,0.57,0.183,13
USR_11575,2146,0.81,0.041,98
USR_11576,2680,0.77,0.087,21
USR_11577,3614,0.36,0.09,205
USR_11578,2159,0.81,0.202,86
USR_11579,2410,0.72,0.265,19
USR_11580,2603,0.67,0.267,23
USR_11581,2644,0.62,0.174,71
USR_11582,2277,0.7,0.151,71
USR_11583,2547,0.5,0.147,36
USR_11584,3072,0.37,0.13,67
USR_11585,2949,0.33,0.211,12
USR_11586,2257,0.76,0.025,45
USR_11587,2557,0.45,0.049,14
USR_11588,3020,0.49,0.214,6
USR_11589,2715,0.81,0.132,18
USR_11590,2220,0.82,0.299,99
USR_11591,2086,0.75,0.112,36
USR_11592,2622,0.65,0.102,56
USR_11593,2566,0.7,0.2,46
USR_11594,2894,0.53,0.069,12
USR_11595,2309,0.72,0.139,61
USR_11596,2551,0.68,0.31,10
USR_11597,2119,0.72,0.215,54
USR_11598,2104,0.63,0.279,81
USR_11599,2823,0.6,0.117,8
USR_11600,2762,0.62,0.04,173
USR_11601,2878,0.61,0.287,10
USR_11602,2199,0.78,0.155,1
USR_11603,2329,0.7,0.155,1
USR_11604,2221,0.74,0.066,80
USR_11605,2621,0.49,0.174,14
USR_11606,2441,0.66,0.055,4
USR_11607,2569,0.69,0.099,7
USR_11608,2369,0.82,0.048,43
USR_11609,2538,0.7,0.207,29
USR_11610,2210,0.84,0.177,91
USR_11611,2810,0.63,0.175,63
USR_11612,2830,0.57,0.148,22
USR_11613,2619,0.76,0.215,18
USR_11614,2641,0.62,0.065,11
USR_11615,2148,0.72,0.082,10
USR_11616,2030,0.59,0.09,123
USR_11617,2428,0.69,0.262,74
USR_11618,2776,0.5,0.19,82
USR_11619,2197,0.62,0.055,54
USR_11620,2380,0.7,0.111,17
USR_11621,2729,0.52,0.086,55
USR_11622,2720,0.68,0.512,70
USR_11623,2354,0.72,0.263,169
USR_11624,2842,0.55,0.042,5
USR_11625,2616,0.7,0.145,89
USR_11626,2371,0.75,0.131,14
USR_11627,2699,0.53,0.203,51
USR_11628,2176,0.8,0.279,3
USR_11629,2489,0.59,0.064,46
USR_11630,2174,0.8,0.196,39
USR_11631,2672,0.57,0.124,49
USR_11632,2601,0.86,0.071,0
USR_11633,2834,0.5,0.209,17
USR_11634,2454,0.7,0.208,19
USR_11635,2204,0.84,0.102,22
USR_11636,2428,0.72,0.234,5
USR_11637,3004,0.66,0.033,40
USR_11638,2509,0.57,0.138,6
USR_11639,2929,0.32,0.277,136
USR_11640,2439,0.63,0.3,57
USR_11641,2598,0.64,0.326,22
USR_11642,2604,0.83,0.318,67
USR_11643,2374,0.88,0.413,80
USR_11644,2398,0.63,0.21,51
USR_11645,2265,0.85,0.261,3
USR_11646,2788,0.48,0.036,4
USR_11647,2664,0.47,0.074,56
USR_11648,2246,0.9,0.085,24
USR_11649,2357,0.53,0.282,22
USR_11650,2536,0.56,0.128,38
USR_11651,2161,0.86,0.194,32
USR_11652,2771,0.58,0.412,22
USR_11653,2560,0.68,0.198,116
USR_11654,2060,0.82,0.08,14
USR_11655,2560,0.73,0.294,25
USR_11656,2370,0.73,0.028,5
USR_11657,2589,0.81,0.063,2
USR_11658,2215,0.89,0.034,0
USR_11659,2588,0.66,0.14,37
USR_11660,2527,0.68,0.122,5
USR_11661,2643,0.76,0.176,4
USR_11662,2865,0.38,0.2,42
USR_11663,2874,0.58,0.034,9
USR_11664,2143,0.84,0.038,5
USR_11665,2792,0.73,0.123,2
USR_11666,2931,0.48,0.057,92
USR_11667,2692,0.59,0.197,27
USR_11668,2124,0.78,0.093,52
USR_11669,2688,0.4,0.091,38
USR_11670,2466,0.64,0.105,0
USR_11671,1921,0.89,0.126,54
USR_11672,2576,0.64,0.112,48
USR_11673,2679,0.44,0.144,25
USR_11674,2713,0.53,0.415,78
USR_11675,2177,0.85,0.156,8
USR_11676,2732,0.6,0.198,75
USR_11677,2474,0.54,0.13,19
USR_11678,2431,0.71,0.011,104
USR_11679,2391,0.78,0.223,25
USR_11680,2607,0.6,0.146,43
USR_11681,2476,0.63,0.06,8
USR_11682,2237,0.8,0.032,120
USR_11683,2702,0.69,0.082,3
USR_11684,2217,0.72,0.06,41
USR_11685,3060,0.39,0.088,8
USR_11686,2695,0.61,0.223,95
USR_11687,2758,0.52,0.127,74
USR_11688,3083,0.34,0.248,77
USR_11689,2496,0.71,0.059,51
USR_11690,2728,0.65,0.08,0
USR_11691,2715,0.7,0.015,4
USR_11692,2911,0.39,0.251,78
USR_11693,2232,0.55,0.031,54
USR_11694,3180,0.45,0.213,76
USR_11695,2594,0.76,0.193,29
USR_11696,2179,0.9,0.088,40
USR_11697,1930,0.74,0.185,99
USR_11698,2475,0.78,0.02,55
USR_11699,2315,0.74,0.23,48
USR_11700,2155,0.74,0.533,16
USR_11701,2559,0.47,0.27,91
USR_11702,2683,0.61,0.066,79
USR_11703,2369,0.7,0.12,34
USR_11704,2301,0.78,0.154,18
USR_11705,2567,0.71,0.07,4
USR_11706,2265,0.6,0.2,57
USR_11707,1974,0.78,0.088,27
USR_11708,2787,0.58,0.066,0
USR_11709,2541,0.75,0.055,28
USR_11710,2683,0.48,0.127,72
USR_11711,2741,0.5,0.395,57
USR_11712,2219,0.66,0.227,7
USR_11713,2289,0.65,0.152,2
USR_11714,2439,0.75,0.049,68
USR_11715,2512,0.57,0.122,24
USR_11716,2182,0.81,0.136,124
USR_11717,2285,0.57,0.207,144
USR_11718,2285,0.84,0.146,12
USR_11719,2094,0.89,0.32,10
USR_11720,2615,0.61,0.228,38
USR_11721,2456,0.54,0.121,36
USR_11722,2103,0.9,0.155,36
USR_11723,3235,0.41,0.039,39
USR_11724,2617,0.8,0.264,43
USR_11725,2567,0.57,0.218,233
USR_11726,2209,0.76,0.137,74
USR_11727,2867,0.56,0.275,104
USR_11728,2845,0.67,0.058,110
USR_11729,2710,0.74,0.279,62
USR_11730,2437,0.63,0.145,51
USR_11731,2318,0.67,0.222,0
USR_11732,2206,0.81,0.138,17
USR_11733,2953,0.27,0.208,0
USR_11734,2576,0.78,0.027,20
USR_11735,1963,0.8,0.437,95
USR_11736,2956,0.48,0.206,82
USR_11737,2532,0.66,0.296,3
USR_11738,2464,0.83,0.06,43
USR_11739,2277,0.78,0.153,20
USR_11740,2575,0.72,0.057,14
USR_11741,2513,0.59,0.044,24
USR_11742,2988,0.54,0.099,2
USR_11743,2986,0.43,0.169,20
USR_11744,2887,0.51,0.234,38
USR_11745,2155,0.74,0.288,22
USR_11746,2476,0.68,0.426,99
USR_11747,2490,0.7,0.089,36
USR_11748,2644,0.61,0.105,41
USR_11749,1961,0.75,0.086,243
USR_11750,2382,0.83,0.191,10
USR_11751,1857,0.86,0.184,79
USR_11752,3125,0.3,0.032,13
USR_11753,3133,0.51,0.044,14
USR_11754,2556,0.71,0.221,37
USR_11755,1984,0.78,0.174,6
USR_11756,2530,0.79,0.123,33
USR_11757,2832,0.75,0.176,6
USR_11758,2568,0.55,0.024,108
USR_11759,2378,0.59,0.065,87
USR_11760,2610,0.51,0.085,24
USR_11761,2056,0.85,0.11,15
USR_11762,2734,0.63,0.139,21
USR_11763,2697,0.34,0.047,8
USR_11764,2131,0.85,0.269,45
USR_11765,2903,0.58,0.264,17
USR_11766,2751,0.78,0.092,23
USR_11767,2994,0.36,0.324,29
USR_11768,2508,0.62,0.05,0
USR_11769,2586,0.49,0.195,48
USR_11770,2693,0.65,0.195,127
USR_11771,2373,0.81,0.142,34
USR_11772,2864,0.45,0.554,48
USR_11773,2935,0.31,0.019,76
USR_11774,2507,0.63,0.093,72
USR_11775,2481,0.66,0.156,127
USR_11776,2373,0.87,0.006,9
USR_11777,2863,0.54,0.221,1
USR_11778,2088,0.76,0.142,29
USR_11779,2966,0.28,0.061,2
USR_11780,3044,0.58,0.037,156
USR_11781,2338,0.69,0.015,26
USR_11782,2474,0.85,0.342,39
USR_11783,2141,0.84,0.116,116
USR_11784,2542,0.75,0.084,194
USR_11785,2614,0.78,0.174,29
USR_11786,2528,0.67,0.074,57
USR_11787,2197,0.87,0.052,53
USR_11788,2377,0.79,0.034,4
USR_11789,2985,0.45,0.184,43
USR_11790,2438,0.53,0.292,43
USR_11791,2086,0.64,0.328,1
USR_11792,2724,0.8,0.165,46
USR_11793,2678,0.56,0.118,81
USR_11794,2308,0.68,0.117,49
USR_11795,2596,0.72,0.116,192
USR_11796,2161,0.85,0.209,0
USR_11797,2889,0.37,0.094,3
USR_11798,2123,0.59,0.205,91
USR_11799,2696,0.44,0.048,48
USR_11800,2246,0.78,0.234,19
USR_11801,2780,0.61,0.185,21
USR_11802,2541,0.82,0.234,0
USR_11803,2467,0.66,0.089,36
USR_11804,1821,0.84,0.132,30
USR_11805,2962,0.57,0.121,6
USR_11806,2668,0.64,0.403,22
USR_11807,2942,0.57,0.084,76
USR_11808,3176,0.4,0.094,9
USR_11809,2812,0.47,0.456,121
USR_11810,2620,0.39,0.157,19
USR_11811,1868,0.91,0.024,41
USR_11812,2597,0.47,0.123,19
USR_11813,2946,0.61,0.079,41
USR_11814,2248,0.86,0.247,9
USR_11815,1935,0.83,0.24,20
USR_11816,2916,0.51,0.24,10
USR_11817,2342,0.85,0.115,32
USR_11818,2622,0.78,0.207,141
USR_11819,2634,0.54,0.09,39
USR_11820,2705,0.53,0.164,1
USR_11821,2491,0.68,0.026,40
USR_11822,2383,0.63,0.166,232
USR_11823,2629,0.5,0.203,49
USR_11824,2620,0.67,0.151,38
USR_11825,2538,0.59,0.025,44
USR_11826,2362,0.66,0.063,32
USR_11827,2638,0.54,0.238,2
USR_11828,2271,0.64,0.146,8
USR_11829,2574,0.7,0.091,3
USR_11830,2248,0.76,0.307,15
USR_11831,2278,0.7,0.047,32
USR_11832,2260,0.67,0.11,21
USR_11833,2221,0.67,0.178,65
USR_11834,2414,0.55,0.137,54
USR_11835,2414,0.79,0.222,111
USR_11836,2973,0.47,0.146,8
USR_11837,1797,0.92,0.255,59
USR_11838,2721,0.64,0.131,22
USR_11839,2558,0.51,0.077,61
USR_11840,2555,0.73,0.118,2
USR_11841,2770,0.61,0.517,20
USR_11842,2379,0.66,0.259,19
USR_11843,2483,0.64,0.085,37
USR_11844,2293,0.72,0.153,29
USR_11845,2230,0.71,0.049,93
USR_11846,3263,0.38,0.368,29
USR_11847,2313,0.91,0.123,4
USR_11848,1859,0.85,0.169,47
USR_11849,2555,0.68,0.024,1
USR_11850,2171,0.66,0.406,73
USR_11851,2540,0.49,0.175,58
USR_11852,2436,0.7,0.031,36
USR_11853,2593,0.56,0.039,33
USR_11854,2808,0.61,0.08,19
USR_11855,2771,0.58,0.107,15
USR_11856,2566,0.61,0.144,12
USR_11857,2461,0.63,0.16,13
USR_11858,2311,0.56,0.403,121
USR_11859,2429,0.84,0.18,7
USR_11860,2909,0.55,0.251,16
USR_11861,2299,0.68,0.112,1
USR_11862,2725,0.36,0.133,123
USR_11863,1948,0.91,0.183,8
USR_11864,2789,0.52,0.326,86
USR_11865,2545,0.74,0.18,69
USR_11866,2894,0.38,0.171,13
USR_11867,2861,0.68,0.202,64
USR_11868,2713,0.37,0.082,21
USR_11869,2723,0.51,0.163,56
USR_11870,2621,0.56,0.135,9
USR_11871,2609,0.67,0.117,21
USR_11872,1925,0.89,0.083,72
USR_11873,2448,0.56,0.195,197
USR_11874,1862,0.8,0.212,237
USR_11875,2627,0.77,0.091,46
USR_11876,3076,0.4,0.075,43
USR_11877,2213,0.75,0.315,47
USR_11878,3266,0.27,0.073,59
USR_11879,2176,0.77,0.075,131
USR_11880,2539,0.77,0.048,42
USR_11881,2066,0.74,0.019,22
USR_11882,2452,0.8,0.074,28
USR_11883,2338,0.66,0.11,8
USR_11884,2089,0.74,0.05,17
USR_11885,2406,0.75,0.197,40
USR_11886,2207,0.78,0.054,21
USR_11887,2857,0.54,0.043,32
USR_11888,2837,0.5,0.248,25
USR_11889,2784,0.62,0.016,8
USR_11890,2234,0.74,0.246,72
USR_11891,2389,0.53,0.206,53
USR_11892,2563,0.62,0.058,3
USR_11893,2528,0.64,0.076,38
USR_11894,2461,0.64,0.3,38
USR_11895,2842,0.64,0.127,38
USR_11896,2446,0.59,0.106,13
USR_11897,2264,0.88,0.203,24
USR_11898,3192,0.34,0.085,22
USR_11899,2704,0.45,0.271,33
USR_11900,2394,0.72,0.111,1
USR_11901,2436,0.84,0.298,33
USR_11902,2475,0.67,0.588,69
USR_11903,2902,0.55,0.309,1
USR_11904,2790,0.76,0.15,37
