user_id,age,annual_mileage,night_driving_pct,weekend_driving_pct,fatigue_score,assigned_village
USR_07792,26,14087,0.043,0.315,0.1,safe_commuters
USR_07793,51,20815,0.035,0.324,2.2,safe_commuters
USR_07794,43,22124,0.18,0.467,2.5,safe_commuters
USR_07795,34,20891,0.066,0.111,1.1,safe_commuters
USR_07796,42,3887,0.004,0.128,2.6,weekend_warriors
USR_07797,35,4905,0.02,0.216,1.7,weekend_warriors
USR_07798,23,4293,0.055,0.424,3.4,young_pros
USR_07799,61,2941,0.233,0.228,7.6,weekend_warriors
USR_07800,29,8557,0.065,0.202,6.5,safe_commuters
USR_07801,45,3559,0.225,0.306,3.2,weekend_warriors
USR_07802,84,10355,0.157,0.372,2.8,safe_commuters
USR_07803,21,19460,0.018,0.378,3.6,young_pros
USR_07804,35,11151,0.37,0.225,9.6,night_owls
USR_07805,71,17807,0.033,0.333,1.2,safe_commuters
USR_07806,65,9770,0.039,0.229,1.9,safe_commuters
USR_07807,19,14640,0.053,0.175,9.1,young_pros
USR_07808,28,9758,0.127,0.23,3.0,safe_commuters
USR_07809,47,13326,0.442,0.214,1.2,night_owls
USR_07810,45,4247,0.332,0.32,1.4,weekend_warriors
USR_07811,54,23491,0.036,0.248,0.5,safe_commuters
USR_07812,71,6910,0.001,0.072,5.7,safe_commuters
USR_07813,42,7508,0.035,0.372,3.8,safe_commuters
USR_07814,22,7773,0.099,0.31,0.9,young_pros
USR_07815,26,8262,0.335,0.314,3.3,night_owls
USR_07816,28,7721,0.19,0.405,1.8,safe_commuters
USR_07817,79,10031,0.48,0.324,1.7,night_owls
USR_07818,33,11261,0.017,0.231,5.2,safe_commuters
USR_07819,60,10248,0.092,0.224,1.7,safe_commuters
USR_07820,37,9935,0.104,0.345,1.7,safe_commuters
USR_07821,24,11046,0.109,0.395,2.8,young_pros
USR_07822,47,9139,0.236,0.287,3.1,safe_commuters
USR_07823,67,11501,0.227,0.365,3.2,safe_commuters
USR_07824,23,3160,0.072,0.339,1.7,young_pros
USR_07825,31,5504,0.002,0.261,2.7,safe_commuters
USR_07826,36,9918,0.189,0.31,3.7,safe_commuters
USR_07827,47,7712,0.441,0.304,4.1,night_owls
USR_07828,38,20603,0.091,0.267,2.8,safe_commuters
USR_07829,33,5285,0.415,0.247,2.0,night_owls
USR_07830,25,32451,0.342,0.125,8.8,night_owls
USR_07831,66,21385,0.453,0.37,0.9,night_owls
USR_07832,52,8775,0.298,0.483,3.0,safe_commuters
USR_07833,80,2884,0.015,0.373,3.3,weekend_warriors
USR_07834,40,7443,0.027,0.053,6.1,safe_commuters
USR_07835,26,9981,0.305,0.174,2.6,night_owls
USR_07836,18,5880,0.261,0.264,1.6,young_pros
USR_07837,38,6711,0.012,0.262,0.6,safe_commuters
USR_07838,19,7450,0.119,0.335,4.9,young_pros
USR_07839,71,5950,0.298,0.431,2.1,safe_commuters
USR_07840,43,32652,0.383,0.206,7.2,night_owls
USR_07841,47,18119,0.06,0.328,2.2,safe_commuters
USR_07842,30,6296,0.197,0.18,1.6,safe_commuters
USR_07843,18,6576,0.064,0.375,0.6,young_pros
USR_07844,75,14685,0.17,0.216,0.6,safe_commuters
USR_07845,76,5782,0.071,0.2,3.6,safe_commuters
USR_07846,48,2554,0.004,0.107,0.7,weekend_warriors
USR_07847,49,12868,0.147,0.373,0.4,safe_commuters
USR_07848,63,5937,0.081,0.304,1.8,safe_commuters
USR_07849,41,4384,0.132,0.412,1.5,weekend_warriors
USR_07850,26,9661,0.022,0.448,3.3,safe_commuters
USR_07851,67,9548,0.164,0.201,2.8,safe_commuters
USR_07852,65,4446,0.099,0.203,1.6,weekend_warriors
USR_07853,55,1665,0.2,0.253,0.8,weekend_warriors
USR_07854,18,2605,0.516,0.352,0.6,young_pros
USR_07855,20,10413,0.172,0.098,2.8,young_pros
USR_07856,33,1455,0.021,0.234,1.1,weekend_warriors
USR_07857,26,4505,0.339,0.463,0.8,weekend_warriors
USR_07858,71,10983,0.382,0.256,3.6,night_owls
USR_07859,73,21977,0.093,0.399,2.9,safe_commuters
USR_07860,74,6906,0.198,0.329,2.6,safe_commuters
USR_07861,38,9310,0.066,0.335,1.5,safe_commuters
USR_07862,52,8968,0.098,0.217,1.6,safe_commuters
USR_07863,84,16266,0.219,0.366,2.6,safe_commuters
USR_07864,60,6270,0.196,0.141,4.1,safe_commuters
USR_07865,42,13398,0.278,0.466,1.8,safe_commuters
USR_07866,54,7602,0.192,0.371,0.9,safe_commuters
USR_07867,24,6448,0.174,0.337,2.9,young_pros
USR_07868,67,7758,0.546,0.277,1.1,night_owls
USR_07869,58,3040,0.194,0.408,1.6,weekend_warriors
USR_07870,18,3818,0.115,0.416,2.8,young_pros
USR_07871,48,7801,0.293,0.292,2.9,safe_commuters
USR_07872,43,12416,0.056,0.089,1.9,safe_commuters
USR_07873,69,4082,0.558,0.314,0.8,weekend_warriors
USR_07874,32,12840,0.015,0.323,3.9,safe_commuters
USR_07875,41,5290,0.31,0.366,6.3,night_owls
USR_07876,48,10079,0.008,0.246,3.5,safe_commuters
USR_07877,67,6494,0.375,0.327,3.6,night_owls
USR_07878,36,13713,0.199,0.357,4.3,safe_commuters
USR_07879,58,5094,0.06,0.277,0.2,safe_commuters
USR_07880,65,8212,0.202,0.507,5.1,safe_commuters
USR_07881,84,2307,0.125,0.276,10.0,weekend_warriors
USR_07882,66,23039,0.063,0.338,4.2,safe_commuters
USR_07883,65,16180,0.113,0.293,2.7,safe_commuters
USR_07884,44,5743,0.059,0.079,5.9,safe_commuters
USR_07885,19,14241,0.005,0.469,3.4,young_pros
USR_07886,34,16566,0.069,0.024,9.7,safe_commuters
USR_07887,68,3431,0.18,0.337,3.7,weekend_warriors
USR_07888,81,27634,0.358,0.324,2.4,night_owls
USR_07889,28,4404,0.01,0.2,3.0,weekend_warriors
USR_07890,26,8624,0.174,0.261,1.4,safe_commuters
USR_07891,47,6556,0.007,0.314,1.8,safe_commuters
USR_07892,58,6275,0.039,0.349,1.8,safe_commuters
USR_07893,38,16619,0.045,0.236,5.7,safe_commuters
USR_07894,45,29636,0.355,0.296,0.5,night_owls
USR_07895,63,4839,0.022,0.377,1.4,weekend_warriors
USR_07896,18,3782,0.584,0.231,6.1,young_pros
USR_07897,25,9466,0.273,0.336,1.9,safe_commuters
USR_07898,55,14321,0.643,0.154,3.9,night_owls
USR_07899,58,3817,0.135,0.214,5.5,weekend_warriors
USR_07900,42,9030,0.631,0.286,1.8,night_owls
USR_07901,30,6076,0.158,0.385,3.4,safe_commuters
USR_07902,65,7217,0.164,0.207,2.5,safe_commuters
USR_07903,23,2009,0.142,0.218,1.3,young_pros
USR_07904,48,3314,0.143,0.285,1.8,weekend_warriors
USR_07905,40,17507,0.231,0.345,0.4,safe_commuters
USR_07906,69,7444,0.14,0.391,1.9,safe_commuters
USR_07907,24,2695,0.373,0.29,2.4,young_pros
USR_07908,72,5100,0.198,0.247,2.9,safe_commuters
USR_07909,66,4406,0.293,0.225,1.2,weekend_warriors
USR_07910,47,9318,0.12,0.36,8.0,safe_commuters
USR_07911,26,19358,0.189,0.35,8.0,safe_commuters
USR_07912,82,9141,0.102,0.211,4.6,safe_commuters
USR_07913,70,5402,0.232,0.243,2.3,safe_commuters
USR_07914,54,5393,0.212,0.035,2.0,safe_commuters
USR_07915,41,10728,0.064,0.473,0.5,safe_commuters
USR_07916,58,16384,0.218,0.301,5.1,safe_commuters
USR_07917,58,26813,0.038,0.39,3.6,safe_commuters
USR_07918,55,7301,0.243,0.314,1.7,safe_commuters
USR_07919,47,5371,0.168,0.252,1.1,safe_commuters
USR_07920,70,26593,0.109,0.446,4.8,safe_commuters
USR_07921,82,6291,0.068,0.274,4.8,safe_commuters
USR_07922,82,7842,0.01,0.137,2.1,safe_commuters
USR_07923,75,24293,0.095,0.268,1.9,safe_commuters
USR_07924,80,31330,0.017,0.335,3.4,safe_commuters
USR_07925,63,5595,0.041,0.185,0.3,safe_commuters
USR_07926,54,4602,0.145,0.273,5.2,weekend_warriors
USR_07927,72,10251,0.211,0.254,4.1,safe_commuters
USR_07928,75,6998,0.172,0.001,1.0,safe_commuters
USR_07929,76,6801,0.091,0.485,1.6,safe_commuters
USR_07930,32,11351,0.366,0.328,4.2,night_owls
USR_07931,80,7603,0.215,0.225,4.1,safe_commuters
USR_07932,41,6647,0.001,0.249,0.3,safe_commuters
USR_07933,38,4015,0.318,0.296,3.8,weekend_warriors
USR_07934,51,17369,0.338,0.104,3.9,night_owls
USR_07935,68,6964,0.06,0.304,2.2,safe_commuters
USR_07936,59,4198,0.179,0.136,0.7,weekend_warriors
USR_07937,22,16134,0.089,0.29,1.6,young_pros
USR_07938,56,5389,0.023,0.239,7.7,safe_commuters
USR_07939,72,11750,0.144,0.353,0.1,safe_commuters
USR_07940,28,15854,0.0,0.325,2.8,safe_commuters
USR_07941,45,13629,0.02,0.288,2.6,safe_commuters
USR_07942,23,4709,0.033,0.28,4.5,young_pros
USR_07943,82,7168,0.01,0.474,2.2,safe_commuters
USR_07944,56,3318,0.156,0.327,7.9,weekend_warriors
USR_07945,66,5889,0.224,0.281,0.7,safe_commuters
USR_07946,57,3166,0.032,0.198,0.3,weekend_warriors
USR_07947,59,28617,0.015,0.336,1.7,safe_commuters
USR_07948,68,14078,0.062,0.15,1.1,safe_commuters
USR_07949,65,6019,0.04,0.361,5.4,safe_commuters
USR_07950,84,8789,0.12,0.098,1.6,safe_commuters
USR_07951,20,10777,0.135,0.275,2.6,young_pros
USR_07952,33,10117,0.117,0.342,6.6,safe_commuters
USR_07953,45,6687,0.216,0.177,5.4,safe_commuters
USR_07954,40,8369,0.119,0.101,2.8,safe_commuters
USR_07955,33,9916,0.036,0.165,1.1,safe_commuters
USR_07956,30,13317,0.039,0.082,1.5,safe_commuters
USR_07957,49,5506,0.102,0.169,5.2,safe_commuters
USR_07958,32,7060,0.096,0.101,3.0,safe_commuters
USR_07959,42,14318,0.134,0.358,1.4,safe_commuters
USR_07960,37,13981,0.402,0.139,5.5,night_owls
USR_07961,37,8030,0.067,0.186,1.1,safe_commuters
USR_07962,61,12325,0.175,0.142,4.6,safe_commuters
USR_07963,80,15893,0.3,0.259,4.2,safe_commuters
USR_07964,59,3819,0.003,0.481,1.5,weekend_warriors
USR_07965,38,5296,0.048,0.359,4.5,safe_commuters
USR_07966,18,3505,0.342,0.048,1.1,young_pros
USR_07967,79,8264,0.09,0.337,2.5,safe_commuters
USR_07968,46,2480,0.001,0.174,2.8,weekend_warriors
USR_07969,65,2760,0.257,0.383,2.2,weekend_warriors
USR_07970,53,19606,0.014,0.312,2.5,safe_commuters
USR_07971,31,5756,0.082,0.267,1.9,safe_commuters
USR_07972,57,8137,0.038,0.228,2.2,safe_commuters
USR_07973,18,9672,0.178,0.227,2.5,young_pros
USR_07974,66,2956,0.101,0.347,4.1,weekend_warriors
USR_07975,68,11956,0.26,0.396,2.4,safe_commuters
USR_07976,81,30669,0.023,0.193,2.6,safe_commuters
USR_07977,60,28096,0.026,0.262,3.7,safe_commuters
USR_07978,83,4493,0.289,0.413,0.6,weekend_warriors
USR_07979,29,17927,0.246,0.364,3.7,safe_commuters
USR_07980,37,9595,0.054,0.143,2.9,safe_commuters
USR_07981,26,8246,0.548,0.415,1.3,night_owls
USR_07982,73,6878,0.198,0.326,3.2,safe_commuters
USR_07983,41,6348,0.074,0.084,0.8,safe_commuters
USR_07984,44,14303,0.419,0.408,2.2,night_owls
USR_07985,22,24008,0.147,0.261,0.4,young_pros
USR_07986,62,5828,0.379,0.316,1.0,night_owls
USR_07987,54,6728,0.175,0.136,4.0,safe_commuters
USR_07988,28,5851,0.033,0.164,1.3,safe_commuters
USR_07989,72,9709,0.04,0.156,1.3,safe_commuters
USR_07990,22,17063,0.052,0.283,3.6,young_pros
USR_07991,27,3256,0.096,0.332,4.4,weekend_warriors
USR_07992,72,7778,0.11,0.044,6.3,safe_commuters
USR_07993,74,9410,0.082,0.221,2.0,safe_commuters
USR_07994,43,10830,0.0,0.417,4.4,safe_commuters
USR_07995,81,8751,0.549,0.269,1.3,night_owls
USR_07996,50,15770,0.3,0.551,4.1,night_owls
USR_07997,61,15432,0.083,0.176,1.7,safe_commuters
USR_07998,34,6278,0.337,0.241,2.4,night_owls
USR_07999,30,6541,0.301,0.191,3.3,night_owls
USR_08000,22,2518,0.006,0.366,2.7,young_pros
USR_08001,23,4772,0.101,0.421,3.7,young_pros
USR_08002,30,14113,0.077,0.287,1.9,safe_commuters
USR_08003,72,3816,0.015,0.283,2.9,weekend_warriors
USR_08004,81,1902,0.075,0.021,5.0,weekend_warriors
USR_08005,65,6023,0.063,0.226,1.1,safe_commuters
USR_08006,63,8566,0.114,0.448,0.4,safe_commuters
USR_08007,80,18895,0.242,0.262,4.6,safe_commuters
USR_08008,53,5357,0.104,0.153,1.5,safe_commuters
USR_08009,18,20195,0.061,0.276,0.4,young_pros
USR_08010,38,7556,0.107,0.11,2.0,safe_commuters
USR_08011,81,7218,0.438,0.145,3.3,night_owls
USR_08012,33,19196,0.436,0.243,2.0,night_owls
USR_08013,52,9830,0.178,0.314,3.0,safe_commuters
USR_08014,79,27020,0.044,0.011,1.3,safe_commuters
USR_08015,46,9109,0.072,0.311,3.0,safe_commuters
USR_08016,42,7588,0.111,0.119,6.4,safe_commuters
USR_08017,37,3490,0.303,0.295,4.4,weekend_warriors
USR_08018,65,17042,0.308,0.375,3.0,night_owls
USR_08019,35,8277,0.228,0.254,1.1,safe_commuters
USR_08020,49,10946,0.082,0.263,1.8,safe_commuters
USR_08021,37,8518,0.518,0.23,2.5,night_owls
USR_08022,25,9800,0.029,0.338,1.9,safe_commuters
USR_08023,66,12387,0.283,0.251,0.9,safe_commuters
USR_08024,23,4865,0.146,0.235,1.4,young_pros
USR_08025,66,4343,0.042,0.262,2.0,weekend_warriors
USR_08026,20,4520,0.174,0.366,3.3,young_pros
USR_08027,56,3519,0.038,0.409,5.3,weekend_warriors
USR_08028,58,14859,0.087,0.229,3.7,safe_commuters
USR_08029,74,6944,0.087,0.181,1.8,safe_commuters
USR_08030,81,2620,0.088,0.253,0.6,weekend_warriors
USR_08031,23,21265,0.047,0.376,3.4,young_pros
USR_08032,47,13950,0.001,0.311,1.3,safe_commuters
USR_08033,36,10685,0.284,0.267,2.7,safe_commuters
USR_08034,69,9801,0.257,0.406,2.9,safe_commuters
USR_08035,44,5635,0.14,0.283,7.3,safe_commuters
USR_08036,58,6705,0.389,0.058,0.8,night_owls
USR_08037,55,5241,0.034,0.27,3.7,safe_commuters
USR_08038,84,6964,0.107,0.061,1.3,safe_commuters
USR_08039,39,6838,0.428,0.319,4.7,night_owls
USR_08040,45,10783,0.27,0.324,1.5,safe_commuters
USR_08041,63,3744,0.242,0.224,2.7,weekend_warriors
USR_08042,21,10940,0.168,0.15,4.6,young_pros
USR_08043,54,7420,0.124,0.308,4.3,safe_commuters
USR_08044,62,5633,0.202,0.405,2.5,safe_commuters
USR_08045,72,6454,0.18,0.273,3.0,safe_commuters
USR_08046,28,8837,0.104,0.152,1.2,safe_commuters
USR_08047,37,31357,0.071,0.399,3.2,safe_commuters
USR_08048,57,18960,0.238,0.363,3.5,safe_commuters
USR_08049,67,7806,0.122,0.173,2.9,safe_commuters
USR_08050,21,8428,0.046,0.469,4.6,young_pros
USR_08051,58,6815,0.245,0.197,3.8,safe_commuters
USR_08052,23,4477,0.111,0.361,1.1,young_pros
USR_08053,39,5419,0.049,0.215,5.9,safe_commuters
USR_08054,34,25029,0.169,0.072,5.5,safe_commuters
USR_08055,24,5496,0.645,0.274,1.7,young_pros
USR_08056,66,23639,0.362,0.303,2.4,night_owls
USR_08057,42,23353,0.299,0.314,0.7,safe_commuters
USR_08058,42,24376,0.297,0.363,5.3,safe_commuters
USR_08059,45,6757,0.09,0.259,2.9,safe_commuters
USR_08060,54,8482,0.133,0.405,5.7,safe_commuters
USR_08061,69,6528,0.096,0.119,0.7,safe_commuters
USR_08062,18,3468,0.437,0.105,2.6,young_pros
USR_08063,19,14791,0.003,0.438,1.3,young_pros
USR_08064,41,10386,0.179,0.288,5.1,safe_commuters
USR_08065,64,3465,0.159,0.551,0.7,weekend_warriors
USR_08066,18,6418,0.285,0.29,0.3,young_pros
USR_08067,82,17300,0.005,0.157,3.3,safe_commuters
USR_08068,55,7501,0.224,0.255,4.9,safe_commuters
USR_08069,74,3376,0.135,0.189,2.2,weekend_warriors
USR_08070,61,8569,0.084,0.338,1.5,safe_commuters
USR_08071,40,14401,0.276,0.326,1.0,safe_commuters
USR_08072,46,9843,0.057,0.675,4.7,safe_commuters
USR_08073,29,11431,0.305,0.318,0.6,night_owls
USR_08074,69,8335,0.106,0.299,2.2,safe_commuters
USR_08075,57,5732,0.047,0.301,1.5,safe_commuters
USR_08076,55,2611,0.099,0.222,3.1,weekend_warriors
USR_08077,52,15654,0.258,0.383,2.0,safe_commuters
USR_08078,52,22421,0.135,0.256,0.5,safe_commuters
USR_08079,73,18610,0.021,0.359,0.1,safe_commuters
USR_08080,79,26269,0.007,0.399,1.6,safe_commuters
USR_08081,60,8366,0.606,0.202,10.0,night_owls
USR_08082,26,14028,0.44,0.336,0.8,night_owls
USR_08083,64,7620,0.17,0.381,3.0,safe_commuters
USR_08084,62,2516,0.418,0.377,0.9,weekend_warriors
USR_08085,20,5185,0.122,0.271,4.3,young_pros
USR_08086,42,7059,0.005,0.363,1.4,safe_commuters
USR_08087,62,26462,0.205,0.235,3.7,safe_commuters
USR_08088,66,13515,0.128,0.409,1.6,safe_commuters
USR_08089,32,8919,0.163,0.345,10.0,safe_commuters
USR_08090,18,12478,0.231,0.23,3.8,young_pros
USR_08091,18,10772,0.35,0.185,3.3,young_pros
USR_08092,52,6807,0.009,0.258,0.6,safe_commuters
USR_08093,71,7894,0.181,0.402,1.5,safe_commuters
USR_08094,65,5039,0.389,0.127,1.3,night_owls
USR_08095,41,7267,0.451,0.33,2.5,night_owls
USR_08096,18,6492,0.071,0.525,2.0,young_pros
USR_08097,63,8540,0.091,0.106,6.0,safe_commuters
USR_08098,62,6883,0.003,0.083,4.1,safe_commuters
USR_08099,29,8789,0.141,0.229,3.1,safe_commuters
USR_08100,84,14943,0.045,0.292,10.0,safe_commuters
USR_08101,83,5392,0.307,0.095,2.3,night_owls
USR_08102,60,7483,0.087,0.268,1.7,safe_commuters
USR_08103,43,9801,0.005,0.238,5.1,safe_commuters
USR_08104,79,12256,0.338,0.199,2.5,night_owls
USR_08105,36,13909,0.085,0.277,9.5,safe_commuters
USR_08106,61,8329,0.263,0.2,5.0,safe_commuters
USR_08107,82,7317,0.035,0.37,3.6,safe_commuters
USR_08108,56,11049,0.045,0.273,1.7,safe_commuters
USR_08109,57,9073,0.014,0.256,2.5,safe_commuters
USR_08110,57,3500,0.399,0.234,5.5,weekend_warriors
USR_08111,18,3401,0.426,0.397,2.8,young_pros
USR_08112,19,5489,0.262,0.321,0.2,young_pros
USR_08113,71,2452,0.293,0.351,0.1,weekend_warriors
USR_08114,45,8389,0.229,0.266,1.5,safe_commuters
USR_08115,26,10282,0.149,0.312,2.2,safe_commuters
USR_08116,82,12617,0.321,0.145,0.1,night_owls
USR_08117,52,4146,0.194,0.262,0.8,weekend_warriors
USR_08118,84,13364,0.454,0.264,3.8,night_owls
USR_08119,20,5753,0.081,0.199,3.7,young_pros
USR_08120,61,5288,0.092,0.415,2.3,safe_commuters
USR_08121,66,9993,0.148,0.216,2.9,safe_commuters
USR_08122,54,8207,0.298,0.143,0.6,safe_commuters
USR_08123,20,14711,0.188,0.271,0.4,young_pros
USR_08124,44,3598,0.094,0.295,4.4,weekend_warriors
USR_08125,52,7210,0.094,0.225,2.2,safe_commuters
USR_08126,73,2463,0.44,0.243,2.7,weekend_warriors
USR_08127,27,5830,0.318,0.269,2.5,night_owls
USR_08128,19,10959,0.136,0.168,0.4,young_pros
USR_08129,37,11730,0.529,0.318,3.3,night_owls
USR_08130,81,28267,0.427,0.364,2.8,night_owls
USR_08131,25,12399,0.008,0.264,3.2,safe_commuters
USR_08132,76,5881,0.134,0.422,2.7,safe_commuters
USR_08133,68,10668,0.074,0.199,1.9,safe_commuters
USR_08134,57,27204,0.384,0.295,0.3,night_owls
USR_08135,44,4663,0.319,0.33,2.2,weekend_warriors
USR_08136,33,6025,0.309,0.322,2.3,night_owls
USR_08137,84,9328,0.134,0.195,2.5,safe_commuters
USR_08138,71,6749,0.006,0.456,1.8,safe_commuters
USR_08139,67,4419,0.003,0.206,2.5,weekend_warriors
USR_08140,31,11298,0.06,0.202,4.0,safe_commuters
USR_08141,57,6021,0.066,0.178,1.5,safe_commuters
USR_08142,31,6254,0.223,0.245,1.9,safe_commuters
USR_08143,47,3900,0.002,0.295,0.8,weekend_warriors
USR_08144,80,12229,0.415,0.168,5.3,night_owls
USR_08145,21,14918,0.126,0.393,3.6,young_pros
USR_08146,38,13026,0.104,0.239,3.6,safe_commuters
USR_08147,41,5079,0.035,0.25,2.0,safe_commuters
USR_08148,37,6609,0.117,0.421,3.8,safe_commuters
USR_08149,44,22308,0.094,0.247,5.6,safe_commuters
USR_08150,56,6079,0.213,0.405,5.2,safe_commuters
USR_08151,61,3103,0.698,0.24,4.3,weekend_warriors
USR_08152,72,22532,0.037,0.297,2.2,safe_commuters
USR_08153,60,4340,0.005,0.267,1.6,weekend_warriors
USR_08154,75,6720,0.312,0.154,0.9,night_owls
USR_08155,43,2596,0.505,0.282,4.2,weekend_warriors
USR_08156,65,13212,0.285,0.338,2.7,safe_commuters
USR_08157,37,10964,0.189,0.209,3.5,safe_commuters
USR_08158,21,3070,0.053,0.387,1.0,young_pros
USR_08159,24,24747,0.322,0.31,2.0,young_pros
USR_08160,32,6347,0.116,0.37,1.7,safe_commuters
USR_08161,76,6968,0.051,0.345,4.7,safe_commuters
USR_08162,24,6277,0.047,0.357,5.9,young_pros
USR_08163,49,11434,0.361,0.195,3.5,night_owls
USR_08164,50,20728,0.233,0.441,4.4,safe_commuters
USR_08165,46,7887,0.173,0.165,1.2,safe_commuters
USR_08166,55,3060,0.303,0.542,3.0,weekend_warriors
USR_08167,50,4024,0.026,0.212,5.1,weekend_warriors
USR_08168,62,6475,0.104,0.347,1.3,safe_commuters
USR_08169,43,10014,0.152,0.402,0.6,safe_commuters
USR_08170,68,14834,0.245,0.212,3.1,safe_commuters
USR_08171,82,7502,0.217,0.241,1.2,safe_commuters
USR_08172,64,12365,0.041,0.288,4.7,safe_commuters
USR_08173,77,11188,0.056,0.222,4.6,safe_commuters
USR_08174,27,8057,0.045,0.25,0.8,safe_commuters
USR_08175,37,9040,0.017,0.227,0.7,safe_commuters
USR_08176,63,8260,0.4,0.299,0.3,night_owls
USR_08177,36,8843,0.148,0.31,2.5,safe_commuters
USR_08178,80,9444,0.026,0.194,3.6,safe_commuters
USR_08179,77,7611,0.117,0.089,2.2,safe_commuters
USR_08180,80,9629,0.071,0.148,3.1,safe_commuters
USR_08181,67,3209,0.001,0.2,1.2,weekend_warriors
USR_08182,62,20795,0.133,0.401,1.1,safe_commuters
USR_08183,33,9897,0.167,0.259,1.4,safe_commuters
USR_08184,64,7313,0.104,0.15,1.9,safe_commuters
USR_08185,84,9213,0.294,0.401,0.7,safe_commuters
USR_08186,63,11759,0.103,0.255,1.9,safe_commuters
USR_08187,68,11131,0.111,0.382,5.6,safe_commuters
USR_08188,71,4552,0.084,0.318,1.8,weekend_warriors
USR_08189,22,12178,0.364,0.408,3.1,young_pros
USR_08190,76,11382,0.37,0.097,1.3,night_owls
USR_08191,83,5409,0.158,0.187,2.0,safe_commuters
USR_08192,80,6941,0.372,0.214,0.9,night_owls
USR_08193,37,8671,0.375,0.297,7.9,night_owls
USR_08194,53,5062,0.243,0.303,1.3,safe_commuters
USR_08195,82,9610,0.02,0.182,5.0,safe_commuters
USR_08196,72,9727,0.226,0.443,0.5,safe_commuters
USR_08197,19,17358,0.271,0.451,2.7,young_pros
USR_08198,47,5726,0.169,0.317,0.8,safe_commuters
USR_08199,21,9999,0.033,0.309,5.4,young_pros
USR_08200,53,4157,0.395,0.56,2.0,weekend_warriors
USR_08201,48,21040,0.056,0.134,8.9,safe_commuters
USR_08202,59,3655,0.249,0.277,0.2,weekend_warriors
USR_08203,45,14325,0.019,0.218,4.4,safe_commuters
USR_08204,60,9283,0.119,0.217,7.1,safe_commuters
USR_08205,20,6132,0.144,0.231,3.9,young_pros
USR_08206,80,13353,0.102,0.3,3.9,safe_commuters
USR_08207,18,3966,0.28,0.47,5.8,young_pros
USR_08208,35,9281,0.011,0.294,1.0,safe_commuters
USR_08209,83,8219,0.123,0.14,2.8,safe_commuters
USR_08210,75,4740,0.018,0.242,5.4,weekend_warriors
USR_08211,47,9533,0.153,0.317,0.9,safe_commuters
USR_08212,73,11604,0.098,0.249,4.3,safe_commuters
USR_08213,48,4764,0.205,0.279,2.1,weekend_warriors
USR_08214,52,7220,0.169,0.368,3.9,safe_commuters
USR_08215,28,11623,0.146,0.328,1.2,safe_commuters
USR_08216,74,9171,0.094,0.327,0.3,safe_commuters
USR_08217,20,8169,0.453,0.265,4.3,young_pros
USR_08218,59,8614,0.027,0.401,1.2,safe_commuters
USR_08219,52,16061,0.172,0.18,2.8,safe_commuters
USR_08220,26,21864,0.007,0.298,2.1,safe_commuters
USR_08221,57,8102,0.008,0.267,4.5,safe_commuters
USR_08222,24,2395,0.127,0.134,4.1,young_pros
USR_08223,53,14155,0.423,0.153,4.9,night_owls
USR_08224,44,7366,0.277,0.204,2.6,safe_commuters
USR_08225,83,7475,0.001,0.375,2.2,safe_commuters
USR_08226,22,12283,0.028,0.208,0.4,young_pros
USR_08227,79,7515,0.004,0.279,0.6,safe_commuters
USR_08228,45,13253,0.02,0.243,2.7,safe_commuters
USR_08229,47,3088,0.251,0.357,4.3,weekend_warriors
USR_08230,78,2213,0.004,0.271,4.5,weekend_warriors
USR_08231,77,15787,0.083,0.437,3.3,safe_commuters
USR_08232,20,11673,0.194,0.39,4.5,young_pros
USR_08233,27,3332,0.133,0.307,6.9,weekend_warriors
USR_08234,58,6467,0.151,0.308,0.9,safe_commuters
USR_08235,35,17822,0.023,0.164,5.0,safe_commuters
USR_08236,75,5057,0.317,0.189,2.2,night_owls
USR_08237,44,12317,0.006,0.311,5.1,safe_commuters
USR_08238,64,7772,0.107,0.188,2.5,safe_commuters
USR_08239,32,3383,0.03,0.34,0.6,weekend_warriors
USR_08240,84,2673,0.064,0.137,1.2,weekend_warriors
USR_08241,81,17344,0.082,0.375,8.6,safe_commuters
USR_08242,47,5981,0.47,0.202,3.6,night_owls
USR_08243,57,17897,0.12,0.326,9.6,safe_commuters
USR_08244,41,6250,0.113,0.271,1.9,safe_commuters
USR_08245,41,9676,0.062,0.411,0.9,safe_commuters
USR_08246,41,5881,0.04,0.106,5.6,safe_commuters
USR_08247,81,8071,0.382,0.399,0.3,night_owls
USR_08248,66,5349,0.431,0.336,0.8,night_owls
USR_08249,21,39530,0.152,0.151,1.3,young_pros
USR_08250,77,3541,0.057,0.43,1.9,weekend_warriors
USR_08251,77,12900,0.123,0.112,1.8,safe_commuters
USR_08252,45,4124,0.059,0.112,5.2,weekend_warriors
USR_08253,72,28864,0.367,0.299,1.8,night_owls
USR_08254,66,19077,0.064,0.405,2.1,safe_commuters
USR_08255,57,9588,0.162,0.438,3.9,safe_commuters
USR_08256,68,30412,0.008,0.359,1.6,safe_commuters
USR_08257,53,3829,0.159,0.154,2.2,weekend_warriors
USR_08258,38,5805,0.056,0.348,2.5,safe_commuters
USR_08259,18,2930,0.242,0.252,1.0,young_pros
USR_08260,26,7806,0.227,0.254,1.6,safe_commuters
USR_08261,28,5315,0.011,0.177,6.7,safe_commuters
USR_08262,77,33515,0.185,0.24,3.1,safe_commuters
